"X","Cancer_type","Pathway","Gene"
4519,"SKCM","Caffeine Metabolism","CYP2E1"
4520,"SKCM","Caffeine Metabolism","NAT2"
4521,"SKCM","Caffeine Metabolism","CYP3A4"
4522,"SKCM","Caffeine Metabolism","CYP2C8"
4523,"SKCM","Caffeine Metabolism","CYP2C9"
4524,"SKCM","Caffeine Metabolism","XDH"
4525,"SKCM","Caffeine Metabolism","CYP2A6"
4526,"SKCM","Phosphatidylinositol Phosphate Metabolism","CDIPT"
4527,"SKCM","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
4528,"SKCM","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
4529,"SKCM","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
4530,"SKCM","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
4531,"SKCM","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
4532,"SKCM","Phosphatidylinositol Phosphate Metabolism",""
4533,"SKCM","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
4534,"SKCM","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
4535,"SKCM","Phosphatidylinositol Phosphate Metabolism","FIG4"
4536,"SKCM","Phosphatidylinositol Phosphate Metabolism","VAC14"
4537,"SKCM","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
4538,"SKCM","Phosphatidylinositol Phosphate Metabolism","INPP4B"
4539,"SKCM","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
4540,"SKCM","Phosphatidylinositol Phosphate Metabolism","INPP5D"
4541,"SKCM","Phosphatidylinositol Phosphate Metabolism","INPP5E"
4542,"SKCM","Phosphatidylinositol Phosphate Metabolism","PI4KA"
4543,"SKCM","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
4544,"SKCM","Phosphatidylinositol Phosphate Metabolism","ERBB2"
4545,"SKCM","Phosphatidylinositol Phosphate Metabolism",""
4546,"SKCM","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
4547,"SKCM","Phosphatidylinositol Phosphate Metabolism","PTEN"
4548,"SKCM","Phosphatidylinositol Phosphate Metabolism","PLCB1"
4549,"SKCM","Nucleotide Excision Repair",""
4550,"SKCM","Nucleotide Excision Repair",""
4551,"SKCM","Nucleotide Excision Repair","ERCC2"
4552,"SKCM","Nucleotide Excision Repair",""
4553,"SKCM","Nucleotide Excision Repair",""
4554,"SKCM","Nucleotide Excision Repair","POLR1A"
4555,"SKCM","Nucleotide Excision Repair",""
4556,"SKCM","Nucleotide Excision Repair","ERCC4"
4557,"SKCM","Nucleotide Excision Repair","PAPD7"
4558,"SKCM","Nucleotide Excision Repair","POLE"
4559,"SKCM","Nucleotide Excision Repair","LIG1"
4560,"SKCM","Warburg Effect","SLC2A2"
4561,"SKCM","Warburg Effect","HK2"
4562,"SKCM","Warburg Effect","GPI"
4563,"SKCM","Warburg Effect","PFKL"
4564,"SKCM","Warburg Effect","ALDOB"
4565,"SKCM","Warburg Effect","GAPDH"
4566,"SKCM","Warburg Effect","PGK1"
4567,"SKCM","Warburg Effect","PGAM2"
4568,"SKCM","Warburg Effect","ENO1"
4569,"SKCM","Warburg Effect","PKLR"
4570,"SKCM","Warburg Effect","MPC1"
4571,"SKCM","Warburg Effect","PC"
4572,"SKCM","Warburg Effect","PDHA1"
4573,"SKCM","Warburg Effect","PDHB"
4574,"SKCM","Warburg Effect","DLAT"
4575,"SKCM","Warburg Effect","DLD"
4576,"SKCM","Warburg Effect","CS"
4577,"SKCM","Warburg Effect","LDHAL6A"
4578,"SKCM","Warburg Effect","SLC16A1"
4579,"SKCM","Warburg Effect","ACO2"
4580,"SKCM","Warburg Effect","IDH3A"
4581,"SKCM","Warburg Effect","IDH3B"
4582,"SKCM","Warburg Effect","IDH3G"
4583,"SKCM","Warburg Effect","OGDH"
4584,"SKCM","Warburg Effect","DLST"
4585,"SKCM","Warburg Effect","SUCLG1"
4586,"SKCM","Warburg Effect","SUCLG2"
4587,"SKCM","Warburg Effect","SDHA"
4588,"SKCM","Warburg Effect","SDHB"
4589,"SKCM","Warburg Effect","SDHC"
4590,"SKCM","Warburg Effect","SDHD"
4591,"SKCM","Warburg Effect","FH"
4592,"SKCM","Warburg Effect","MDH1"
4593,"SKCM","Warburg Effect","GLUD1"
4594,"SKCM","Warburg Effect","GLS2"
4595,"SKCM","Warburg Effect","SLC1A5"
4596,"SKCM","Warburg Effect","TALDO1"
4597,"SKCM","Warburg Effect","TKT"
4598,"SKCM","Warburg Effect","RPIA"
4599,"SKCM","Warburg Effect","PGLS"
4600,"SKCM","Warburg Effect","G6PD"
4601,"SKCM","Warburg Effect","PGD"
4602,"SKCM","Warburg Effect",""
4603,"SKCM","Warburg Effect","ACO1"
4604,"SKCM","Warburg Effect","IDH1"
4605,"SKCM","Warburg Effect","PKM"
4606,"SKCM","Glutamate Metabolism","PIG59"
4607,"SKCM","Glutamate Metabolism","GLS2"
4608,"SKCM","Glutamate Metabolism","GFPT1"
4609,"SKCM","Glutamate Metabolism","GNPNAT1"
4610,"SKCM","Glutamate Metabolism","NAGK"
4611,"SKCM","Glutamate Metabolism","CAD"
4612,"SKCM","Glutamate Metabolism","CPS1"
4613,"SKCM","Glutamate Metabolism","PPAT"
4614,"SKCM","Glutamate Metabolism","GMPS"
4615,"SKCM","Glutamate Metabolism","NADSYN1"
4616,"SKCM","Glutamate Metabolism","ALDH4A1"
4617,"SKCM","Glutamate Metabolism","GPT"
4618,"SKCM","Glutamate Metabolism","GLUD1"
4619,"SKCM","Glutamate Metabolism","GOT2"
4620,"SKCM","Glutamate Metabolism","EARS2"
4621,"SKCM","Glutamate Metabolism","GCLC"
4622,"SKCM","Glutamate Metabolism","GCLM"
4623,"SKCM","Glutamate Metabolism","GSS"
4624,"SKCM","Glutamate Metabolism","GSR"
4625,"SKCM","Glutamate Metabolism","GAD1"
4626,"SKCM","Glutamate Metabolism","ABAT"
4627,"SKCM","Glutamate Metabolism","ALDH5A1"
4628,"SKCM","Glutamate Metabolism","QARS"
4629,"SKCM","Sphingolipid Metabolism","SPTLC2"
4630,"SKCM","Sphingolipid Metabolism","SPTLC1"
4631,"SKCM","Sphingolipid Metabolism","KDSR"
4632,"SKCM","Sphingolipid Metabolism","SPHK2"
4633,"SKCM","Sphingolipid Metabolism","SGPP2"
4634,"SKCM","Sphingolipid Metabolism","PPAP2A"
4635,"SKCM","Sphingolipid Metabolism","SGPL1"
4636,"SKCM","Sphingolipid Metabolism","DEGS2"
4637,"SKCM","Sphingolipid Metabolism","ACER1"
4638,"SKCM","Sphingolipid Metabolism","CERK"
4639,"SKCM","Sphingolipid Metabolism","SGMS1"
4640,"SKCM","Sphingolipid Metabolism","ENPP7"
4641,"SKCM","Sphingolipid Metabolism","UGT8"
4642,"SKCM","Sphingolipid Metabolism","GALC"
4643,"SKCM","Sphingolipid Metabolism","GBA"
4644,"SKCM","Sphingolipid Metabolism","UGCG"
4645,"SKCM","Sphingolipid Metabolism","GLB1"
4646,"SKCM","Sphingolipid Metabolism","B4GALT6"
4647,"SKCM","Sphingolipid Metabolism","GAL3ST1"
4648,"SKCM","Sphingolipid Metabolism","ARSA"
4649,"SKCM","Sphingolipid Metabolism","GLA"
4650,"SKCM","Sphingolipid Metabolism","NEU3"
4651,"SKCM","Sphingolipid Metabolism","ACER3"
4652,"SKCM","Inositol Metabolism","ISYNA1"
4653,"SKCM","Inositol Metabolism","IPMK"
4654,"SKCM","Inositol Metabolism","ITPK1"
4655,"SKCM","Inositol Metabolism","IPPK"
4656,"SKCM","Inositol Metabolism","MINPP1"
4657,"SKCM","Inositol Metabolism","ITPKA"
4658,"SKCM","Inositol Metabolism","INPP5J"
4659,"SKCM","Inositol Metabolism","INPP1"
4660,"SKCM","Inositol Metabolism","IMPA1"
4661,"SKCM","Inositol Metabolism","MIOX"
4662,"SKCM","Inositol Metabolism","INPP4A"
4663,"SKCM","Inositol Metabolism","PLCD3"
4664,"SKCM","Inositol Metabolism","PIKFYVE"
4665,"SKCM","Inositol Metabolism","FIG4"
4666,"SKCM","Inositol Metabolism","VAC14"
4667,"SKCM","Inositol Metabolism","PI4KA"
4668,"SKCM","Inositol Metabolism","PIK3C3"
4669,"SKCM","Inositol Metabolism","PIK3R4"
4670,"SKCM","Inositol Metabolism",""
4671,"SKCM","Inositol Metabolism","AMBRA1"
4672,"SKCM","Inositol Metabolism","PIK3CA"
4673,"SKCM","Inositol Metabolism","PTPMT1"
4674,"SKCM","Mitochondrial Electron Transport Chain","SLC37A4"
4675,"SKCM","Mitochondrial Electron Transport Chain","SLC25A4"
4676,"SKCM","Mitochondrial Electron Transport Chain","ATP5G2"
4677,"SKCM","Mitochondrial Electron Transport Chain","ATP5A1"
4678,"SKCM","Mitochondrial Electron Transport Chain","ATP5E"
4679,"SKCM","Mitochondrial Electron Transport Chain","ATP5B"
4680,"SKCM","Mitochondrial Electron Transport Chain","ATP5F1"
4681,"SKCM","Mitochondrial Electron Transport Chain","ATP5D"
4682,"SKCM","Mitochondrial Electron Transport Chain","ATP5C1"
4683,"SKCM","Mitochondrial Electron Transport Chain","MT-ATP6"
4684,"SKCM","Mitochondrial Electron Transport Chain","GPD2"
4685,"SKCM","Mitochondrial Electron Transport Chain","NDUFA1"
4686,"SKCM","Mitochondrial Electron Transport Chain","SDHA"
4687,"SKCM","Mitochondrial Electron Transport Chain","SDHB"
4688,"SKCM","Mitochondrial Electron Transport Chain","SDHC"
4689,"SKCM","Mitochondrial Electron Transport Chain","SDHD"
4690,"SKCM","Mitochondrial Electron Transport Chain","CYCS"
4691,"SKCM","Mitochondrial Electron Transport Chain","UQCRC1"
4692,"SKCM","Mitochondrial Electron Transport Chain","MT-CO1"
4693,"SKCM","Mitochondrial Electron Transport Chain","GPD1"
4694,"SKCM","Mitochondrial Electron Transport Chain","GAPDH"
4695,"STAD","Retinol Metabolism","ADH1A"
4696,"STAD","Retinol Metabolism","RDH12"
4697,"STAD","Retinol Metabolism","DHRS4"
4698,"STAD","Retinol Metabolism","RDH16"
4699,"STAD","Retinol Metabolism","RDH8"
4700,"STAD","Retinol Metabolism","DHRS3"
4701,"STAD","Retinol Metabolism","DHRS9"
4702,"STAD","Retinol Metabolism","RDH11"
4703,"STAD","Retinol Metabolism","LRAT"
4704,"STAD","Retinol Metabolism","AWAT1"
4705,"STAD","Retinol Metabolism","DGAT1"
4706,"STAD","Retinol Metabolism","RPE65"
4707,"STAD","Retinol Metabolism","PNPLA4"
4708,"STAD","Retinol Metabolism","BCMO1"
4709,"STAD","Retinol Metabolism","ALDH1A1"
4710,"STAD","Retinol Metabolism","ALDH1A2"
4711,"STAD","Retinol Metabolism","CYP26A1"
4712,"STAD","Retinol Metabolism","RETSAT"
4713,"STAD","Retinol Metabolism","DNAJB11"
4714,"STAD","Retinol Metabolism","HSP90B1 "
4715,"STAD","Retinol Metabolism","HSPA5"
4716,"STAD","Retinol Metabolism","HYOU1 "
4717,"STAD","Retinol Metabolism","PDIA2"
4718,"STAD","Retinol Metabolism","PDIA4"
4719,"STAD","Retinol Metabolism","PDIA6"
4720,"STAD","Retinol Metabolism","PPIB"
4721,"STAD","Retinol Metabolism","SDF2L1"
4722,"STAD","Retinol Metabolism","UGT1A1"
4723,"STAD","Retinol Metabolism","ERP29"
4724,"STAD","Retinol Metabolism","CYP2A6"
4725,"STAD","Retinol Metabolism","CYP2A7"
4726,"STAD","Retinol Metabolism","CYP2A13"
4727,"STAD","Retinol Metabolism","CYP2B6"
4728,"STAD","Retinol Metabolism","CYP3A7"
4729,"STAD","Retinol Metabolism","CYP3A4"
4730,"STAD","Retinol Metabolism","CYP3A5"
4731,"STAD","Retinol Metabolism","CYP3A43"
4732,"STAD","Ethanol Degradation","ADH1B"
4733,"STAD","Ethanol Degradation","ALDH2"
4734,"STAD","Ethanol Degradation","CYP2E1"
4735,"STAD","Ethanol Degradation","CAT"
4736,"STAD","Ethanol Degradation","ACSS2"
4737,"STAD","Ethanol Degradation","ACSS1"
4738,"STAD","Ethanol Degradation","ALDH1B1"
4739,"STAD","Purine Metabolism","NUDT2"
4740,"STAD","Purine Metabolism","NME6"
4741,"STAD","Purine Metabolism","ENTPD5"
4742,"STAD","Purine Metabolism","ENTPD8"
4743,"STAD","Purine Metabolism","GUK1"
4744,"STAD","Purine Metabolism","NT5C2"
4745,"STAD","Purine Metabolism","DGUOK"
4746,"STAD","Purine Metabolism","APRT"
4747,"STAD","Purine Metabolism","PNP"
4748,"STAD","Purine Metabolism","HPRT1"
4749,"STAD","Purine Metabolism","GDA"
4750,"STAD","Purine Metabolism","NUDT5"
4751,"STAD","Purine Metabolism","PRPS1L1"
4752,"STAD","Purine Metabolism","PPAT"
4753,"STAD","Purine Metabolism","GART"
4754,"STAD","Purine Metabolism","PFAS"
4755,"STAD","Purine Metabolism","PAICS"
4756,"STAD","Purine Metabolism","ADSL"
4757,"STAD","Purine Metabolism","ATIC"
4758,"STAD","Purine Metabolism","ITPA"
4759,"STAD","Purine Metabolism","GMPS"
4760,"STAD","Purine Metabolism","IMPDH1"
4761,"STAD","Purine Metabolism","GMPR"
4762,"STAD","Purine Metabolism","XDH"
4763,"STAD","Purine Metabolism","ADSS"
4764,"STAD","Purine Metabolism","AMPD1"
4765,"STAD","Purine Metabolism","ADA"
4766,"STAD","Purine Metabolism","AK1"
4767,"STAD","Purine Metabolism","ATAD1"
4768,"STAD","Purine Metabolism","PDE4D"
4769,"STAD","Purine Metabolism","ADCY10"
4770,"STAD","Purine Metabolism","GUCY1A2"
4771,"STAD","Purine Metabolism","GUCY1B3"
4772,"STAD","Purine Metabolism","PDE10A"
4773,"STAD","Purine Metabolism","TXN"
4774,"STAD","Purine Metabolism","RRM1"
4775,"STAD","Purine Metabolism","RRM2"
4776,"STAD","Purine Metabolism","HPRT1"
4777,"STAD","Purine Metabolism","IMPDH1"
4778,"STAD","Purine Metabolism","GMPS"
4779,"STAD","Purine Metabolism","TPMT"
4780,"STAD","Purine Metabolism","RAC1"
4781,"STAD","Purine Metabolism","AOX1"
4782,"STAD","Purine Metabolism","PPAT"
4783,"STAD","Purine Metabolism","SLC29A2"
4784,"STAD","Purine Metabolism","SLC28A3"
4785,"STAD","Purine Metabolism","SLC29A1"
4786,"STAD","Purine Metabolism","SLC28A2"
4787,"STAD","Purine Metabolism","ABCC5"
4788,"STAD","Purine Metabolism","ABCC4"
4789,"STAD","Purine Metabolism","XDH"
4790,"STAD","Purine Metabolism","ADK"
4791,"STAD","Trehalose Degradation","TREH"
4792,"STAD","Trehalose Degradation","SLC5A1"
4793,"STAD","Trehalose Degradation","SLC2A2"
4794,"STAD","Trehalose Degradation","GCK"
4795,"STAD","Trehalose Degradation","ATP1A1"
4796,"STAD","Trehalose Degradation","ATP1A2"
4797,"STAD","Trehalose Degradation","ATP1A3"
4798,"STAD","Trehalose Degradation","ATP1A4"
4799,"STAD","Trehalose Degradation","ATP1B1"
4800,"STAD","Trehalose Degradation","ATP1B2"
4801,"STAD","Trehalose Degradation","ATP1B3"
4802,"STAD","Trehalose Degradation",""
4803,"STAD","Trehalose Degradation","FXYD2"
4804,"STAD","Pyrimidine Metabolism","CAD"
4805,"STAD","Pyrimidine Metabolism","DHODH"
4806,"STAD","Pyrimidine Metabolism","UMPS "
4807,"STAD","Pyrimidine Metabolism","CANT1"
4808,"STAD","Pyrimidine Metabolism","CMPK2"
4809,"STAD","Pyrimidine Metabolism","NME6"
4810,"STAD","Pyrimidine Metabolism","AK3"
4811,"STAD","Pyrimidine Metabolism","ITPA"
4812,"STAD","Pyrimidine Metabolism","CTPS1"
4813,"STAD","Pyrimidine Metabolism","NT5C2"
4814,"STAD","Pyrimidine Metabolism","GDA"
4815,"STAD","Pyrimidine Metabolism","UPP2"
4816,"STAD","Pyrimidine Metabolism","DPYD"
4817,"STAD","Pyrimidine Metabolism","DPYS"
4818,"STAD","Pyrimidine Metabolism","UPB1"
4819,"STAD","Pyrimidine Metabolism","RRM2"
4820,"STAD","Pyrimidine Metabolism","RRM2B"
4821,"STAD","Pyrimidine Metabolism","UCKL1"
4822,"STAD","Pyrimidine Metabolism","CDA"
4823,"STAD","Pyrimidine Metabolism","TYMP"
4824,"STAD","Pyrimidine Metabolism","DCTD"
4825,"STAD","Pyrimidine Metabolism","TK1"
4826,"STAD","Pyrimidine Metabolism","TYMS"
4827,"STAD","Pyrimidine Metabolism","DUT"
4828,"STAD","Phosphatidylinositol Phosphate Metabolism","CDIPT"
4829,"STAD","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
4830,"STAD","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
4831,"STAD","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
4832,"STAD","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
4833,"STAD","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
4834,"STAD","Phosphatidylinositol Phosphate Metabolism",""
4835,"STAD","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
4836,"STAD","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
4837,"STAD","Phosphatidylinositol Phosphate Metabolism","FIG4"
4838,"STAD","Phosphatidylinositol Phosphate Metabolism","VAC14"
4839,"STAD","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
4840,"STAD","Phosphatidylinositol Phosphate Metabolism","INPP4B"
4841,"STAD","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
4842,"STAD","Phosphatidylinositol Phosphate Metabolism","INPP5D"
4843,"STAD","Phosphatidylinositol Phosphate Metabolism","INPP5E"
4844,"STAD","Phosphatidylinositol Phosphate Metabolism","PI4KA"
4845,"STAD","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
4846,"STAD","Phosphatidylinositol Phosphate Metabolism","ERBB2"
4847,"STAD","Phosphatidylinositol Phosphate Metabolism",""
4848,"STAD","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
4849,"STAD","Phosphatidylinositol Phosphate Metabolism","PTEN"
4850,"STAD","Phosphatidylinositol Phosphate Metabolism","PLCB1"
4851,"STAD","Nucleotide Excision Repair",""
4852,"STAD","Nucleotide Excision Repair",""
4853,"STAD","Nucleotide Excision Repair","ERCC2"
4854,"STAD","Nucleotide Excision Repair",""
4855,"STAD","Nucleotide Excision Repair",""
4856,"STAD","Nucleotide Excision Repair","POLR1A"
4857,"STAD","Nucleotide Excision Repair",""
4858,"STAD","Nucleotide Excision Repair","ERCC4"
4859,"STAD","Nucleotide Excision Repair","PAPD7"
4860,"STAD","Nucleotide Excision Repair","POLE"
4861,"STAD","Nucleotide Excision Repair","LIG1"
4862,"STAD","Warburg Effect","SLC2A2"
4863,"STAD","Warburg Effect","HK2"
4864,"STAD","Warburg Effect","GPI"
4865,"STAD","Warburg Effect","PFKL"
4866,"STAD","Warburg Effect","ALDOB"
4867,"STAD","Warburg Effect","GAPDH"
4868,"STAD","Warburg Effect","PGK1"
4869,"STAD","Warburg Effect","PGAM2"
4870,"STAD","Warburg Effect","ENO1"
4871,"STAD","Warburg Effect","PKLR"
4872,"STAD","Warburg Effect","MPC1"
4873,"STAD","Warburg Effect","PC"
4874,"STAD","Warburg Effect","PDHA1"
4875,"STAD","Warburg Effect","PDHB"
4876,"STAD","Warburg Effect","DLAT"
4877,"STAD","Warburg Effect","DLD"
4878,"STAD","Warburg Effect","CS"
4879,"STAD","Warburg Effect","LDHAL6A"
4880,"STAD","Warburg Effect","SLC16A1"
4881,"STAD","Warburg Effect","ACO2"
4882,"STAD","Warburg Effect","IDH3A"
4883,"STAD","Warburg Effect","IDH3B"
4884,"STAD","Warburg Effect","IDH3G"
4885,"STAD","Warburg Effect","OGDH"
4886,"STAD","Warburg Effect","DLST"
4887,"STAD","Warburg Effect","SUCLG1"
4888,"STAD","Warburg Effect","SUCLG2"
4889,"STAD","Warburg Effect","SDHA"
4890,"STAD","Warburg Effect","SDHB"
4891,"STAD","Warburg Effect","SDHC"
4892,"STAD","Warburg Effect","SDHD"
4893,"STAD","Warburg Effect","FH"
4894,"STAD","Warburg Effect","MDH1"
4895,"STAD","Warburg Effect","GLUD1"
4896,"STAD","Warburg Effect","GLS2"
4897,"STAD","Warburg Effect","SLC1A5"
4898,"STAD","Warburg Effect","TALDO1"
4899,"STAD","Warburg Effect","TKT"
4900,"STAD","Warburg Effect","RPIA"
4901,"STAD","Warburg Effect","PGLS"
4902,"STAD","Warburg Effect","G6PD"
4903,"STAD","Warburg Effect","PGD"
4904,"STAD","Warburg Effect",""
4905,"STAD","Warburg Effect","ACO1"
4906,"STAD","Warburg Effect","IDH1"
4907,"STAD","Warburg Effect","PKM"
4908,"STAD","Glutamate Metabolism","PIG59"
4909,"STAD","Glutamate Metabolism","GLS2"
4910,"STAD","Glutamate Metabolism","GFPT1"
4911,"STAD","Glutamate Metabolism","GNPNAT1"
4912,"STAD","Glutamate Metabolism","NAGK"
4913,"STAD","Glutamate Metabolism","CAD"
4914,"STAD","Glutamate Metabolism","CPS1"
4915,"STAD","Glutamate Metabolism","PPAT"
4916,"STAD","Glutamate Metabolism","GMPS"
4917,"STAD","Glutamate Metabolism","NADSYN1"
4918,"STAD","Glutamate Metabolism","ALDH4A1"
4919,"STAD","Glutamate Metabolism","GPT"
4920,"STAD","Glutamate Metabolism","GLUD1"
4921,"STAD","Glutamate Metabolism","GOT2"
4922,"STAD","Glutamate Metabolism","EARS2"
4923,"STAD","Glutamate Metabolism","GCLC"
4924,"STAD","Glutamate Metabolism","GCLM"
4925,"STAD","Glutamate Metabolism","GSS"
4926,"STAD","Glutamate Metabolism","GSR"
4927,"STAD","Glutamate Metabolism","GAD1"
4928,"STAD","Glutamate Metabolism","ABAT"
4929,"STAD","Glutamate Metabolism","ALDH5A1"
4930,"STAD","Glutamate Metabolism","QARS"
4931,"STAD","Inositol Metabolism","ISYNA1"
4932,"STAD","Inositol Metabolism","IPMK"
4933,"STAD","Inositol Metabolism","ITPK1"
4934,"STAD","Inositol Metabolism","IPPK"
4935,"STAD","Inositol Metabolism","MINPP1"
4936,"STAD","Inositol Metabolism","ITPKA"
4937,"STAD","Inositol Metabolism","INPP5J"
4938,"STAD","Inositol Metabolism","INPP1"
4939,"STAD","Inositol Metabolism","IMPA1"
4940,"STAD","Inositol Metabolism","MIOX"
4941,"STAD","Inositol Metabolism","INPP4A"
4942,"STAD","Inositol Metabolism","PLCD3"
4943,"STAD","Inositol Metabolism","PIKFYVE"
4944,"STAD","Inositol Metabolism","FIG4"
4945,"STAD","Inositol Metabolism","VAC14"
4946,"STAD","Inositol Metabolism","PI4KA"
4947,"STAD","Inositol Metabolism","PIK3C3"
4948,"STAD","Inositol Metabolism","PIK3R4"
4949,"STAD","Inositol Metabolism",""
4950,"STAD","Inositol Metabolism","AMBRA1"
4951,"STAD","Inositol Metabolism","PIK3CA"
4952,"STAD","Inositol Metabolism","PTPMT1"
4953,"STAD","Mitochondrial Electron Transport Chain","SLC37A4"
4954,"STAD","Mitochondrial Electron Transport Chain","SLC25A4"
4955,"STAD","Mitochondrial Electron Transport Chain","ATP5G2"
4956,"STAD","Mitochondrial Electron Transport Chain","ATP5A1"
4957,"STAD","Mitochondrial Electron Transport Chain","ATP5E"
4958,"STAD","Mitochondrial Electron Transport Chain","ATP5B"
4959,"STAD","Mitochondrial Electron Transport Chain","ATP5F1"
4960,"STAD","Mitochondrial Electron Transport Chain","ATP5D"
4961,"STAD","Mitochondrial Electron Transport Chain","ATP5C1"
4962,"STAD","Mitochondrial Electron Transport Chain","MT-ATP6"
4963,"STAD","Mitochondrial Electron Transport Chain","GPD2"
4964,"STAD","Mitochondrial Electron Transport Chain","NDUFA1"
4965,"STAD","Mitochondrial Electron Transport Chain","SDHA"
4966,"STAD","Mitochondrial Electron Transport Chain","SDHB"
4967,"STAD","Mitochondrial Electron Transport Chain","SDHC"
4968,"STAD","Mitochondrial Electron Transport Chain","SDHD"
4969,"STAD","Mitochondrial Electron Transport Chain","CYCS"
4970,"STAD","Mitochondrial Electron Transport Chain","UQCRC1"
4971,"STAD","Mitochondrial Electron Transport Chain","MT-CO1"
4972,"STAD","Mitochondrial Electron Transport Chain","GPD1"
4973,"STAD","Mitochondrial Electron Transport Chain","GAPDH"
4974,"STAD","Degradation of Superoxides","SOD3"
4975,"STAD","Degradation of Superoxides","SOD1"
4976,"STAD","Degradation of Superoxides","SOD2"
4977,"STAD","Degradation of Superoxides","CAT"
4978,"STAD","Degradation of Superoxides","TYRP1"
4979,"THCA","Retinol Metabolism","ADH1A"
4980,"THCA","Retinol Metabolism","RDH12"
4981,"THCA","Retinol Metabolism","DHRS4"
4982,"THCA","Retinol Metabolism","RDH16"
4983,"THCA","Retinol Metabolism","RDH8"
4984,"THCA","Retinol Metabolism","DHRS3"
4985,"THCA","Retinol Metabolism","DHRS9"
4986,"THCA","Retinol Metabolism","RDH11"
4987,"THCA","Retinol Metabolism","LRAT"
4988,"THCA","Retinol Metabolism","AWAT1"
4989,"THCA","Retinol Metabolism","DGAT1"
4990,"THCA","Retinol Metabolism","RPE65"
4991,"THCA","Retinol Metabolism","PNPLA4"
4992,"THCA","Retinol Metabolism","BCMO1"
4993,"THCA","Retinol Metabolism","ALDH1A1"
4994,"THCA","Retinol Metabolism","ALDH1A2"
4995,"THCA","Retinol Metabolism","CYP26A1"
4996,"THCA","Retinol Metabolism","RETSAT"
4997,"THCA","Retinol Metabolism","DNAJB11"
4998,"THCA","Retinol Metabolism","HSP90B1 "
4999,"THCA","Retinol Metabolism","HSPA5"
5000,"THCA","Retinol Metabolism","HYOU1 "
5001,"THCA","Retinol Metabolism","PDIA2"
5002,"THCA","Retinol Metabolism","PDIA4"
5003,"THCA","Retinol Metabolism","PDIA6"
5004,"THCA","Retinol Metabolism","PPIB"
5005,"THCA","Retinol Metabolism","SDF2L1"
5006,"THCA","Retinol Metabolism","UGT1A1"
5007,"THCA","Retinol Metabolism","ERP29"
5008,"THCA","Retinol Metabolism","CYP2A6"
5009,"THCA","Retinol Metabolism","CYP2A7"
5010,"THCA","Retinol Metabolism","CYP2A13"
5011,"THCA","Retinol Metabolism","CYP2B6"
5012,"THCA","Retinol Metabolism","CYP3A7"
5013,"THCA","Retinol Metabolism","CYP3A4"
5014,"THCA","Retinol Metabolism","CYP3A5"
5015,"THCA","Retinol Metabolism","CYP3A43"
5016,"THCA","Pyrimidine Metabolism","CAD"
5017,"THCA","Pyrimidine Metabolism","DHODH"
5018,"THCA","Pyrimidine Metabolism","UMPS "
5019,"THCA","Pyrimidine Metabolism","CANT1"
5020,"THCA","Pyrimidine Metabolism","CMPK2"
5021,"THCA","Pyrimidine Metabolism","NME6"
5022,"THCA","Pyrimidine Metabolism","AK3"
5023,"THCA","Pyrimidine Metabolism","ITPA"
5024,"THCA","Pyrimidine Metabolism","CTPS1"
5025,"THCA","Pyrimidine Metabolism","NT5C2"
5026,"THCA","Pyrimidine Metabolism","GDA"
5027,"THCA","Pyrimidine Metabolism","UPP2"
5028,"THCA","Pyrimidine Metabolism","DPYD"
5029,"THCA","Pyrimidine Metabolism","DPYS"
5030,"THCA","Pyrimidine Metabolism","UPB1"
5031,"THCA","Pyrimidine Metabolism","RRM2"
5032,"THCA","Pyrimidine Metabolism","RRM2B"
5033,"THCA","Pyrimidine Metabolism","UCKL1"
5034,"THCA","Pyrimidine Metabolism","CDA"
5035,"THCA","Pyrimidine Metabolism","TYMP"
5036,"THCA","Pyrimidine Metabolism","DCTD"
5037,"THCA","Pyrimidine Metabolism","TK1"
5038,"THCA","Pyrimidine Metabolism","TYMS"
5039,"THCA","Pyrimidine Metabolism","DUT"
5040,"THYM","Phosphatidylinositol Phosphate Metabolism","CDIPT"
5041,"THYM","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
