"","CancerType","Pathways","Gene"
"16341","THYM","HALLMARK_HYPOXIA","PRDX5"
"16342","THYM","HALLMARK_HYPOXIA","PRKCA"
"16343","THYM","HALLMARK_HYPOXIA","PYGM"
"16344","THYM","HALLMARK_HYPOXIA","RBPJ"
"16345","THYM","HALLMARK_HYPOXIA","RORA"
"16346","THYM","HALLMARK_HYPOXIA","RRAGD"
"16347","THYM","HALLMARK_HYPOXIA","S100A4"
"16348","THYM","HALLMARK_HYPOXIA","SAP30"
"16349","THYM","HALLMARK_HYPOXIA","SCARB1"
"16350","THYM","HALLMARK_HYPOXIA","SDC2"
"16351","THYM","HALLMARK_HYPOXIA","SDC3"
"16352","THYM","HALLMARK_HYPOXIA","SDC4"
"16353","THYM","HALLMARK_HYPOXIA","SELENBP1"
"16354","THYM","HALLMARK_HYPOXIA","SERPINE1"
"16355","THYM","HALLMARK_HYPOXIA","SIAH2"
"16356","THYM","HALLMARK_HYPOXIA","SLC25A1"
"16357","THYM","HALLMARK_HYPOXIA","SLC2A1"
"16358","THYM","HALLMARK_HYPOXIA","SLC2A3"
"16359","THYM","HALLMARK_HYPOXIA","SLC2A5"
"16360","THYM","HALLMARK_HYPOXIA","SLC37A4"
"16361","THYM","HALLMARK_HYPOXIA","SLC37A4"
"16362","THYM","HALLMARK_HYPOXIA","SLC37A4"
"16363","THYM","HALLMARK_HYPOXIA","SLC6A6"
"16364","THYM","HALLMARK_HYPOXIA","SRPX"
"16365","THYM","HALLMARK_HYPOXIA","STBD1"
"16366","THYM","HALLMARK_HYPOXIA","STC1"
"16367","THYM","HALLMARK_HYPOXIA","STC2"
"16368","THYM","HALLMARK_HYPOXIA","SULT2B1"
"16369","THYM","HALLMARK_HYPOXIA","TES"
"16370","THYM","HALLMARK_HYPOXIA","TGFB3"
"16371","THYM","HALLMARK_HYPOXIA","TGFBI"
"16372","THYM","HALLMARK_HYPOXIA","TGM2"
"16373","THYM","HALLMARK_HYPOXIA","TIPARP"
"16374","THYM","HALLMARK_HYPOXIA","TKTL1"
"16375","THYM","HALLMARK_HYPOXIA","TMEM45A"
"16376","THYM","HALLMARK_HYPOXIA","TNFAIP3"
"16377","THYM","HALLMARK_HYPOXIA","TPBG"
"16378","THYM","HALLMARK_HYPOXIA","TPBG"
"16379","THYM","HALLMARK_HYPOXIA","TPD52"
"16380","THYM","HALLMARK_HYPOXIA","TPI1"
"16381","THYM","HALLMARK_HYPOXIA","TPST2"
"16382","THYM","HALLMARK_HYPOXIA","UGP2"
"16383","THYM","HALLMARK_HYPOXIA","VEGFA"
"16384","THYM","HALLMARK_HYPOXIA","VHL"
"16385","THYM","HALLMARK_HYPOXIA","VLDLR"
"16386","THYM","HALLMARK_HYPOXIA","WSB1"
"16387","THYM","HALLMARK_HYPOXIA","XPNPEP1"
"16388","THYM","HALLMARK_HYPOXIA","ZFP36"
"16389","THYM","HALLMARK_HYPOXIA","ZNF292"
"16390","UCEC","HALLMARK_ADIPOGENESIS","ABCA1"
"16391","UCEC","HALLMARK_ADIPOGENESIS","ABCB8"
"16392","UCEC","HALLMARK_ADIPOGENESIS","ACAA2"
"16393","UCEC","HALLMARK_ADIPOGENESIS","ACADL"
"16394","UCEC","HALLMARK_ADIPOGENESIS","ACADM"
"16395","UCEC","HALLMARK_ADIPOGENESIS","ACADS"
"16396","UCEC","HALLMARK_ADIPOGENESIS","ACLY"
"16397","UCEC","HALLMARK_ADIPOGENESIS","ACO2"
"16398","UCEC","HALLMARK_ADIPOGENESIS","ACOX1"
"16399","UCEC","HALLMARK_ADIPOGENESIS","ADCY6"
"16400","UCEC","HALLMARK_ADIPOGENESIS","ADIG"
"16401","UCEC","HALLMARK_ADIPOGENESIS","ADIPOQ"
"16402","UCEC","HALLMARK_ADIPOGENESIS","ADIPOR2"
"16403","UCEC","HALLMARK_ADIPOGENESIS","ADIPOR2"
"16404","UCEC","HALLMARK_ADIPOGENESIS","AGPAT3"
"16405","UCEC","HALLMARK_ADIPOGENESIS","AIFM1"
"16406","UCEC","HALLMARK_ADIPOGENESIS","AK2"
"16407","UCEC","HALLMARK_ADIPOGENESIS","ALDH2"
"16408","UCEC","HALLMARK_ADIPOGENESIS","ALDOA"
"16409","UCEC","HALLMARK_ADIPOGENESIS","ANGPT1"
"16410","UCEC","HALLMARK_ADIPOGENESIS","ANGPTL4"
"16411","UCEC","HALLMARK_ADIPOGENESIS","APLP2"
"16412","UCEC","HALLMARK_ADIPOGENESIS","APOE"
"16413","UCEC","HALLMARK_ADIPOGENESIS","ARAF"
"16414","UCEC","HALLMARK_ADIPOGENESIS","ARL4A"
"16415","UCEC","HALLMARK_ADIPOGENESIS","ATL2"
"16416","UCEC","HALLMARK_ADIPOGENESIS","ATP1B3"
"16417","UCEC","HALLMARK_ADIPOGENESIS","ATP5PO"
"16418","UCEC","HALLMARK_ADIPOGENESIS","BAZ2A"
"16419","UCEC","HALLMARK_ADIPOGENESIS","BCKDHA"
"16420","UCEC","HALLMARK_ADIPOGENESIS","BCL2L13"
"16421","UCEC","HALLMARK_ADIPOGENESIS","BCL6"
"16422","UCEC","HALLMARK_ADIPOGENESIS","C3"
"16423","UCEC","HALLMARK_ADIPOGENESIS","CAT"
"16424","UCEC","HALLMARK_ADIPOGENESIS","CAVIN1"
"16425","UCEC","HALLMARK_ADIPOGENESIS","CAVIN2"
"16426","UCEC","HALLMARK_ADIPOGENESIS","CCNG2"
"16427","UCEC","HALLMARK_ADIPOGENESIS","CD151"
"16428","UCEC","HALLMARK_ADIPOGENESIS","CD302"
"16429","UCEC","HALLMARK_ADIPOGENESIS","CD36"
"16430","UCEC","HALLMARK_ADIPOGENESIS","CDKN2C"
"16431","UCEC","HALLMARK_ADIPOGENESIS","CHCHD10"
"16432","UCEC","HALLMARK_ADIPOGENESIS","CHCHD10"
"16433","UCEC","HALLMARK_ADIPOGENESIS","CHCHD10"
"16434","UCEC","HALLMARK_ADIPOGENESIS","CHUK"
"16435","UCEC","HALLMARK_ADIPOGENESIS","CIDEA"
"16436","UCEC","HALLMARK_ADIPOGENESIS","CMBL"
"16437","UCEC","HALLMARK_ADIPOGENESIS","CMPK1"
"16438","UCEC","HALLMARK_ADIPOGENESIS","COL15A1"
"16439","UCEC","HALLMARK_ADIPOGENESIS","COL4A1"
"16440","UCEC","HALLMARK_ADIPOGENESIS","COQ3"
"16441","UCEC","HALLMARK_ADIPOGENESIS","COQ5"
"16442","UCEC","HALLMARK_ADIPOGENESIS","COQ9"
"16443","UCEC","HALLMARK_ADIPOGENESIS","COX6A1"
"16444","UCEC","HALLMARK_ADIPOGENESIS","COX7B"
"16445","UCEC","HALLMARK_ADIPOGENESIS","COX8A"
"16446","UCEC","HALLMARK_ADIPOGENESIS","CPT2"
"16447","UCEC","HALLMARK_ADIPOGENESIS","CRAT"
"16448","UCEC","HALLMARK_ADIPOGENESIS","CS"
"16449","UCEC","HALLMARK_ADIPOGENESIS","CYC1"
"16450","UCEC","HALLMARK_ADIPOGENESIS","CYP4B1"
"16451","UCEC","HALLMARK_ADIPOGENESIS","DBT"
"16452","UCEC","HALLMARK_ADIPOGENESIS","DDT"
"16453","UCEC","HALLMARK_ADIPOGENESIS","DDT"
"16454","UCEC","HALLMARK_ADIPOGENESIS","DECR1"
"16455","UCEC","HALLMARK_ADIPOGENESIS","DGAT1"
"16456","UCEC","HALLMARK_ADIPOGENESIS","DGAT1"
"16457","UCEC","HALLMARK_ADIPOGENESIS","DGAT1"
"16458","UCEC","HALLMARK_ADIPOGENESIS","DHCR7"
"16459","UCEC","HALLMARK_ADIPOGENESIS","DHRS7"
"16460","UCEC","HALLMARK_ADIPOGENESIS","DHRS7B"
"16461","UCEC","HALLMARK_ADIPOGENESIS","DLAT"
"16462","UCEC","HALLMARK_ADIPOGENESIS","DLD"
"16463","UCEC","HALLMARK_ADIPOGENESIS","DNAJB9"
"16464","UCEC","HALLMARK_ADIPOGENESIS","DNAJC15"
"16465","UCEC","HALLMARK_ADIPOGENESIS","DRAM2"
"16466","UCEC","HALLMARK_ADIPOGENESIS","ECH1"
"16467","UCEC","HALLMARK_ADIPOGENESIS","ECH1"
"16468","UCEC","HALLMARK_ADIPOGENESIS","ECHS1"
"16469","UCEC","HALLMARK_ADIPOGENESIS","ELMOD3"
"16470","UCEC","HALLMARK_ADIPOGENESIS","ELOVL6"
"16471","UCEC","HALLMARK_ADIPOGENESIS","ENPP2"
"16472","UCEC","HALLMARK_ADIPOGENESIS","EPHX2"
"16473","UCEC","HALLMARK_ADIPOGENESIS","ESRRA"
"16474","UCEC","HALLMARK_ADIPOGENESIS","ESYT1"
"16475","UCEC","HALLMARK_ADIPOGENESIS","ETFB"
"16476","UCEC","HALLMARK_ADIPOGENESIS","FABP4"
"16477","UCEC","HALLMARK_ADIPOGENESIS","FAH"
"16478","UCEC","HALLMARK_ADIPOGENESIS","FZD4"
"16479","UCEC","HALLMARK_ADIPOGENESIS","G3BP2"
"16480","UCEC","HALLMARK_ADIPOGENESIS","GADD45A"
"16481","UCEC","HALLMARK_ADIPOGENESIS","GBE1"
"16482","UCEC","HALLMARK_ADIPOGENESIS","GHITM"
"16483","UCEC","HALLMARK_ADIPOGENESIS","GPAM"
"16484","UCEC","HALLMARK_ADIPOGENESIS","GPAT4"
"16485","UCEC","HALLMARK_ADIPOGENESIS","GPD2"
"16486","UCEC","HALLMARK_ADIPOGENESIS","GPHN"
"16487","UCEC","HALLMARK_ADIPOGENESIS","GPX3"
"16488","UCEC","HALLMARK_ADIPOGENESIS","GPX4"
"16489","UCEC","HALLMARK_ADIPOGENESIS","GRPEL1"
"16490","UCEC","HALLMARK_ADIPOGENESIS","HADH"
"16491","UCEC","HALLMARK_ADIPOGENESIS","HIBCH"
"16492","UCEC","HALLMARK_ADIPOGENESIS","HSPB8"
"16493","UCEC","HALLMARK_ADIPOGENESIS","IDH1"
"16494","UCEC","HALLMARK_ADIPOGENESIS","IDH3A"
"16495","UCEC","HALLMARK_ADIPOGENESIS","IDH3G"
"16496","UCEC","HALLMARK_ADIPOGENESIS","IFNGR1"
"16497","UCEC","HALLMARK_ADIPOGENESIS","IMMT"
"16498","UCEC","HALLMARK_ADIPOGENESIS","ITGA7"
"16499","UCEC","HALLMARK_ADIPOGENESIS","ITIH5"
"16500","UCEC","HALLMARK_ADIPOGENESIS","ITSN1"
"16501","UCEC","HALLMARK_ADIPOGENESIS","JAGN1"
"16502","UCEC","HALLMARK_ADIPOGENESIS","LAMA4"
"16503","UCEC","HALLMARK_ADIPOGENESIS","LEP"
"16504","UCEC","HALLMARK_ADIPOGENESIS","LIFR"
"16505","UCEC","HALLMARK_ADIPOGENESIS","LIPE"
"16506","UCEC","HALLMARK_ADIPOGENESIS","LPCAT3"
"16507","UCEC","HALLMARK_ADIPOGENESIS","LPL"
"16508","UCEC","HALLMARK_ADIPOGENESIS","LTC4S"
"16509","UCEC","HALLMARK_ADIPOGENESIS","LTC4S"
"16510","UCEC","HALLMARK_ADIPOGENESIS","MAP4K3"
"16511","UCEC","HALLMARK_ADIPOGENESIS","MCCC1"
"16512","UCEC","HALLMARK_ADIPOGENESIS","MDH2"
"16513","UCEC","HALLMARK_ADIPOGENESIS","ME1"
"16514","UCEC","HALLMARK_ADIPOGENESIS","MGLL"
"16515","UCEC","HALLMARK_ADIPOGENESIS","MGST3"
"16516","UCEC","HALLMARK_ADIPOGENESIS","MIGA2"
"16517","UCEC","HALLMARK_ADIPOGENESIS","MRAP"
"16518","UCEC","HALLMARK_ADIPOGENESIS","MRPL15"
"16519","UCEC","HALLMARK_ADIPOGENESIS","MTARC2"
"16520","UCEC","HALLMARK_ADIPOGENESIS","MTCH2"
"16521","UCEC","HALLMARK_ADIPOGENESIS","MTCH2"
"16522","UCEC","HALLMARK_ADIPOGENESIS","MYLK"
"16523","UCEC","HALLMARK_ADIPOGENESIS","NABP1"
"16524","UCEC","HALLMARK_ADIPOGENESIS","NDUFA5"
"16525","UCEC","HALLMARK_ADIPOGENESIS","NDUFAB1"
"16526","UCEC","HALLMARK_ADIPOGENESIS","NDUFB7"
"16527","UCEC","HALLMARK_ADIPOGENESIS","NDUFS3"
"16528","UCEC","HALLMARK_ADIPOGENESIS","NDUFS3"
"16529","UCEC","HALLMARK_ADIPOGENESIS","NKIRAS1"
"16530","UCEC","HALLMARK_ADIPOGENESIS","NMT1"
"16531","UCEC","HALLMARK_ADIPOGENESIS","OMD"
"16532","UCEC","HALLMARK_ADIPOGENESIS","ORM1"
"16533","UCEC","HALLMARK_ADIPOGENESIS","PDCD4"
"16534","UCEC","HALLMARK_ADIPOGENESIS","PEMT"
"16535","UCEC","HALLMARK_ADIPOGENESIS","PEX14"
"16536","UCEC","HALLMARK_ADIPOGENESIS","PFKFB3"
"16537","UCEC","HALLMARK_ADIPOGENESIS","PFKL"
"16538","UCEC","HALLMARK_ADIPOGENESIS","PGM1"
"16539","UCEC","HALLMARK_ADIPOGENESIS","PHLDB1"
"16540","UCEC","HALLMARK_ADIPOGENESIS","PHYH"
"16541","UCEC","HALLMARK_ADIPOGENESIS","PIM3"
"16542","UCEC","HALLMARK_ADIPOGENESIS","PLIN2"
"16543","UCEC","HALLMARK_ADIPOGENESIS","POR"
"16544","UCEC","HALLMARK_ADIPOGENESIS","PPARG"
"16545","UCEC","HALLMARK_ADIPOGENESIS","PPM1B"
"16546","UCEC","HALLMARK_ADIPOGENESIS","PPP1R15B"
"16547","UCEC","HALLMARK_ADIPOGENESIS","PRDX3"
"16548","UCEC","HALLMARK_ADIPOGENESIS","PREB"
"16549","UCEC","HALLMARK_ADIPOGENESIS","PTCD3"
"16550","UCEC","HALLMARK_ADIPOGENESIS","PTGER3"
"16551","UCEC","HALLMARK_ADIPOGENESIS","QDPR"
"16552","UCEC","HALLMARK_ADIPOGENESIS","RAB34"
"16553","UCEC","HALLMARK_ADIPOGENESIS","REEP5"
"16554","UCEC","HALLMARK_ADIPOGENESIS","REEP6"
"16555","UCEC","HALLMARK_ADIPOGENESIS","RETN"
"16556","UCEC","HALLMARK_ADIPOGENESIS","RETSAT"
"16557","UCEC","HALLMARK_ADIPOGENESIS","RIOK3"
"16558","UCEC","HALLMARK_ADIPOGENESIS","RMDN3"
"16559","UCEC","HALLMARK_ADIPOGENESIS","RNF11"
"16560","UCEC","HALLMARK_ADIPOGENESIS","RREB1"
"16561","UCEC","HALLMARK_ADIPOGENESIS","RTN3"
"16562","UCEC","HALLMARK_ADIPOGENESIS","SAMM50"
"16563","UCEC","HALLMARK_ADIPOGENESIS","SCARB1"
"16564","UCEC","HALLMARK_ADIPOGENESIS","SCP2"
"16565","UCEC","HALLMARK_ADIPOGENESIS","SDHB"
"16566","UCEC","HALLMARK_ADIPOGENESIS","SDHC"
"16567","UCEC","HALLMARK_ADIPOGENESIS","SLC19A1"
"16568","UCEC","HALLMARK_ADIPOGENESIS","SLC1A5"
"16569","UCEC","HALLMARK_ADIPOGENESIS","SLC25A1"
"16570","UCEC","HALLMARK_ADIPOGENESIS","SLC25A10"
"16571","UCEC","HALLMARK_ADIPOGENESIS","SLC27A1"
"16572","UCEC","HALLMARK_ADIPOGENESIS","SLC5A6"
"16573","UCEC","HALLMARK_ADIPOGENESIS","SLC66A3"
"16574","UCEC","HALLMARK_ADIPOGENESIS","SNCG"
"16575","UCEC","HALLMARK_ADIPOGENESIS","SOD1"
"16576","UCEC","HALLMARK_ADIPOGENESIS","SORBS1"
"16577","UCEC","HALLMARK_ADIPOGENESIS","SOWAHC"
"16578","UCEC","HALLMARK_ADIPOGENESIS","SPARCL1"
"16579","UCEC","HALLMARK_ADIPOGENESIS","SQOR"
"16580","UCEC","HALLMARK_ADIPOGENESIS","SSPN"
"16581","UCEC","HALLMARK_ADIPOGENESIS","STAT5A"
"16582","UCEC","HALLMARK_ADIPOGENESIS","STOM"
"16583","UCEC","HALLMARK_ADIPOGENESIS","SUCLG1"
"16584","UCEC","HALLMARK_ADIPOGENESIS","SULT1A1"
"16585","UCEC","HALLMARK_ADIPOGENESIS","TALDO1"
"16586","UCEC","HALLMARK_ADIPOGENESIS","TANK"
"16587","UCEC","HALLMARK_ADIPOGENESIS","TKT"
"16588","UCEC","HALLMARK_ADIPOGENESIS","TOB1"
"16589","UCEC","HALLMARK_ADIPOGENESIS","TST"
"16590","UCEC","HALLMARK_ADIPOGENESIS","UBC"
"16591","UCEC","HALLMARK_ADIPOGENESIS","UBQLN1"
"16592","UCEC","HALLMARK_ADIPOGENESIS","UCK1"
"16593","UCEC","HALLMARK_ADIPOGENESIS","UCP2"
"16594","UCEC","HALLMARK_ADIPOGENESIS","UQCR10"
"16595","UCEC","HALLMARK_ADIPOGENESIS","UQCR11"
"16596","UCEC","HALLMARK_ADIPOGENESIS","UQCRC1"
"16597","UCEC","HALLMARK_ADIPOGENESIS","UQCRQ"
"16598","UCEC","HALLMARK_ADIPOGENESIS","VEGFB"
"16599","UCEC","HALLMARK_ADIPOGENESIS","YWHAG"
"16600","UCEC","HALLMARK_ANDROGEN_RESPONSE","ABCC4"
"16601","UCEC","HALLMARK_ANDROGEN_RESPONSE","ABHD2"
"16602","UCEC","HALLMARK_ANDROGEN_RESPONSE","ACSL3"
"16603","UCEC","HALLMARK_ANDROGEN_RESPONSE","ACTN1"
"16604","UCEC","HALLMARK_ANDROGEN_RESPONSE","ADAMTS1"
"16605","UCEC","HALLMARK_ANDROGEN_RESPONSE","ADRM1"
"16606","UCEC","HALLMARK_ANDROGEN_RESPONSE","AKAP12"
"16607","UCEC","HALLMARK_ANDROGEN_RESPONSE","AKT1"
"16608","UCEC","HALLMARK_ANDROGEN_RESPONSE","ALDH1A3"
"16609","UCEC","HALLMARK_ANDROGEN_RESPONSE","ANKH"
"16610","UCEC","HALLMARK_ANDROGEN_RESPONSE","APPBP2"
"16611","UCEC","HALLMARK_ANDROGEN_RESPONSE","ARID5B"
"16612","UCEC","HALLMARK_ANDROGEN_RESPONSE","AZGP1"
"16613","UCEC","HALLMARK_ANDROGEN_RESPONSE","B2M"
"16614","UCEC","HALLMARK_ANDROGEN_RESPONSE","B2M"
"16615","UCEC","HALLMARK_ANDROGEN_RESPONSE","B4GALT1"
"16616","UCEC","HALLMARK_ANDROGEN_RESPONSE","BMPR1B"
"16617","UCEC","HALLMARK_ANDROGEN_RESPONSE","CAMKK2"
"16618","UCEC","HALLMARK_ANDROGEN_RESPONSE","CCND1"
"16619","UCEC","HALLMARK_ANDROGEN_RESPONSE","CCND3"
"16620","UCEC","HALLMARK_ANDROGEN_RESPONSE","CDC14B"
"16621","UCEC","HALLMARK_ANDROGEN_RESPONSE","CDK6"
"16622","UCEC","HALLMARK_ANDROGEN_RESPONSE","CENPN"
"16623","UCEC","HALLMARK_ANDROGEN_RESPONSE","DBI"
"16624","UCEC","HALLMARK_ANDROGEN_RESPONSE","DHCR24"
"16625","UCEC","HALLMARK_ANDROGEN_RESPONSE","DNAJB9"
"16626","UCEC","HALLMARK_ANDROGEN_RESPONSE","ELK4"
"16627","UCEC","HALLMARK_ANDROGEN_RESPONSE","ELL2"
"16628","UCEC","HALLMARK_ANDROGEN_RESPONSE","ELOVL5"
"16629","UCEC","HALLMARK_ANDROGEN_RESPONSE","FADS1"
"16630","UCEC","HALLMARK_ANDROGEN_RESPONSE","FKBP5"
"16631","UCEC","HALLMARK_ANDROGEN_RESPONSE","GNAI3"
"16632","UCEC","HALLMARK_ANDROGEN_RESPONSE","GPD1L"
"16633","UCEC","HALLMARK_ANDROGEN_RESPONSE","GSR"
"16634","UCEC","HALLMARK_ANDROGEN_RESPONSE","GUCY1A1"
"16635","UCEC","HALLMARK_ANDROGEN_RESPONSE","H1-0"
"16636","UCEC","HALLMARK_ANDROGEN_RESPONSE","HERC3"
"16637","UCEC","HALLMARK_ANDROGEN_RESPONSE","HERC3"
"16638","UCEC","HALLMARK_ANDROGEN_RESPONSE","HMGCR"
"16639","UCEC","HALLMARK_ANDROGEN_RESPONSE","HMGCS1"
"16640","UCEC","HALLMARK_ANDROGEN_RESPONSE","HOMER2"
"16641","UCEC","HALLMARK_ANDROGEN_RESPONSE","HPGD"
"16642","UCEC","HALLMARK_ANDROGEN_RESPONSE","HSD17B14"
"16643","UCEC","HALLMARK_ANDROGEN_RESPONSE","IDI1"
"16644","UCEC","HALLMARK_ANDROGEN_RESPONSE","INPP4B"
"16645","UCEC","HALLMARK_ANDROGEN_RESPONSE","INSIG1"
"16646","UCEC","HALLMARK_ANDROGEN_RESPONSE","IQGAP2"
"16647","UCEC","HALLMARK_ANDROGEN_RESPONSE","ITGAV"
"16648","UCEC","HALLMARK_ANDROGEN_RESPONSE","KLK2"
"16649","UCEC","HALLMARK_ANDROGEN_RESPONSE","KLK3"
"16650","UCEC","HALLMARK_ANDROGEN_RESPONSE","KRT19"
"16651","UCEC","HALLMARK_ANDROGEN_RESPONSE","KRT8"
"16652","UCEC","HALLMARK_ANDROGEN_RESPONSE","LIFR"
"16653","UCEC","HALLMARK_ANDROGEN_RESPONSE","LMAN1"
"16654","UCEC","HALLMARK_ANDROGEN_RESPONSE","MAF"
"16655","UCEC","HALLMARK_ANDROGEN_RESPONSE","MAK"
"16656","UCEC","HALLMARK_ANDROGEN_RESPONSE","MAP7"
"16657","UCEC","HALLMARK_ANDROGEN_RESPONSE","MERTK"
"16658","UCEC","HALLMARK_ANDROGEN_RESPONSE","MYL12A"
"16659","UCEC","HALLMARK_ANDROGEN_RESPONSE","NCOA4"
"16660","UCEC","HALLMARK_ANDROGEN_RESPONSE","NDRG1"
"16661","UCEC","HALLMARK_ANDROGEN_RESPONSE","NGLY1"
"16662","UCEC","HALLMARK_ANDROGEN_RESPONSE","NKX3-1"
"16663","UCEC","HALLMARK_ANDROGEN_RESPONSE","PA2G4"
"16664","UCEC","HALLMARK_ANDROGEN_RESPONSE","PDLIM5"
"16665","UCEC","HALLMARK_ANDROGEN_RESPONSE","PGM3"
"16666","UCEC","HALLMARK_ANDROGEN_RESPONSE","PIAS1"
"16667","UCEC","HALLMARK_ANDROGEN_RESPONSE","PLPP1"
"16668","UCEC","HALLMARK_ANDROGEN_RESPONSE","PMEPA1"
"16669","UCEC","HALLMARK_ANDROGEN_RESPONSE","PTK2B"
"16670","UCEC","HALLMARK_ANDROGEN_RESPONSE","PTPN21"
"16671","UCEC","HALLMARK_ANDROGEN_RESPONSE","RAB4A"
"16672","UCEC","HALLMARK_ANDROGEN_RESPONSE","RPS6KA3"
"16673","UCEC","HALLMARK_ANDROGEN_RESPONSE","RRP12"
"16674","UCEC","HALLMARK_ANDROGEN_RESPONSE","SAT1"
"16675","UCEC","HALLMARK_ANDROGEN_RESPONSE","SCD"
"16676","UCEC","HALLMARK_ANDROGEN_RESPONSE","SEC24D"
"16677","UCEC","HALLMARK_ANDROGEN_RESPONSE","SELENOP"
"16678","UCEC","HALLMARK_ANDROGEN_RESPONSE","SGK1"
"16679","UCEC","HALLMARK_ANDROGEN_RESPONSE","SLC26A2"
"16680","UCEC","HALLMARK_ANDROGEN_RESPONSE","SLC38A2"
"16681","UCEC","HALLMARK_ANDROGEN_RESPONSE","SMS"
"16682","UCEC","HALLMARK_ANDROGEN_RESPONSE","SORD"
"16683","UCEC","HALLMARK_ANDROGEN_RESPONSE","SPCS3"
"16684","UCEC","HALLMARK_ANDROGEN_RESPONSE","SPDEF"
"16685","UCEC","HALLMARK_ANDROGEN_RESPONSE","SRF"
"16686","UCEC","HALLMARK_ANDROGEN_RESPONSE","SRP19"
"16687","UCEC","HALLMARK_ANDROGEN_RESPONSE","STEAP4"
"16688","UCEC","HALLMARK_ANDROGEN_RESPONSE","STK39"
"16689","UCEC","HALLMARK_ANDROGEN_RESPONSE","TMEM50A"
"16690","UCEC","HALLMARK_ANDROGEN_RESPONSE","TMPRSS2"
"16691","UCEC","HALLMARK_ANDROGEN_RESPONSE","TNFAIP8"
"16692","UCEC","HALLMARK_ANDROGEN_RESPONSE","TPD52"
"16693","UCEC","HALLMARK_ANDROGEN_RESPONSE","TSC22D1"
"16694","UCEC","HALLMARK_ANDROGEN_RESPONSE","UAP1"
"16695","UCEC","HALLMARK_ANDROGEN_RESPONSE","UBE2I"
"16696","UCEC","HALLMARK_ANDROGEN_RESPONSE","UBE2J1"
"16697","UCEC","HALLMARK_ANDROGEN_RESPONSE","VAPA"
"16698","UCEC","HALLMARK_ANDROGEN_RESPONSE","XRCC5"
"16699","UCEC","HALLMARK_ANDROGEN_RESPONSE","XRCC6"
"16700","UCEC","HALLMARK_ANDROGEN_RESPONSE","ZBTB10"
"16701","UCEC","HALLMARK_ANDROGEN_RESPONSE","ZMIZ1"
"16702","UCEC","HALLMARK_HEME_METABOLISM","ABCB6"
"16703","UCEC","HALLMARK_HEME_METABOLISM","ABCG2"
"16704","UCEC","HALLMARK_HEME_METABOLISM","ACKR1"
"16705","UCEC","HALLMARK_HEME_METABOLISM","ACP5"
"16706","UCEC","HALLMARK_HEME_METABOLISM","ACSL6"
"16707","UCEC","HALLMARK_HEME_METABOLISM","ADD1"
"16708","UCEC","HALLMARK_HEME_METABOLISM","ADD2"
"16709","UCEC","HALLMARK_HEME_METABOLISM","ADIPOR1"
"16710","UCEC","HALLMARK_HEME_METABOLISM","AGPAT4"
"16711","UCEC","HALLMARK_HEME_METABOLISM","AHSP"
"16712","UCEC","HALLMARK_HEME_METABOLISM","ALAD"
"16713","UCEC","HALLMARK_HEME_METABOLISM","ALAS2"
"16714","UCEC","HALLMARK_HEME_METABOLISM","ALDH1L1"
"16715","UCEC","HALLMARK_HEME_METABOLISM","ALDH6A1"
"16716","UCEC","HALLMARK_HEME_METABOLISM","ANK1"
"16717","UCEC","HALLMARK_HEME_METABOLISM","AQP3"
"16718","UCEC","HALLMARK_HEME_METABOLISM","ARHGEF12"
"16719","UCEC","HALLMARK_HEME_METABOLISM","ARL2BP"
"16720","UCEC","HALLMARK_HEME_METABOLISM","ASNS"
"16721","UCEC","HALLMARK_HEME_METABOLISM","ATG4A"
"16722","UCEC","HALLMARK_HEME_METABOLISM","ATP6V0A1"
"16723","UCEC","HALLMARK_HEME_METABOLISM","BACH1"
"16724","UCEC","HALLMARK_HEME_METABOLISM","BCAM"
"16725","UCEC","HALLMARK_HEME_METABOLISM","BLVRA"
"16726","UCEC","HALLMARK_HEME_METABOLISM","BLVRB"
"16727","UCEC","HALLMARK_HEME_METABOLISM","BMP2K"
"16728","UCEC","HALLMARK_HEME_METABOLISM","BNIP3L"
"16729","UCEC","HALLMARK_HEME_METABOLISM","BPGM"
"16730","UCEC","HALLMARK_HEME_METABOLISM","BSG"
"16731","UCEC","HALLMARK_HEME_METABOLISM","BTG2"
"16732","UCEC","HALLMARK_HEME_METABOLISM","BTRC"
"16733","UCEC","HALLMARK_HEME_METABOLISM","C3"
"16734","UCEC","HALLMARK_HEME_METABOLISM","CA1"
"16735","UCEC","HALLMARK_HEME_METABOLISM","CA2"
"16736","UCEC","HALLMARK_HEME_METABOLISM","CAST"
"16737","UCEC","HALLMARK_HEME_METABOLISM","CAT"
"16738","UCEC","HALLMARK_HEME_METABOLISM","CCDC28A"
"16739","UCEC","HALLMARK_HEME_METABOLISM","CCND3"
"16740","UCEC","HALLMARK_HEME_METABOLISM","CDC27"
"16741","UCEC","HALLMARK_HEME_METABOLISM","CDR2"
"16742","UCEC","HALLMARK_HEME_METABOLISM","CIR1"
"16743","UCEC","HALLMARK_HEME_METABOLISM","CLCN3"
"16744","UCEC","HALLMARK_HEME_METABOLISM","CLIC2"
"16745","UCEC","HALLMARK_HEME_METABOLISM","CPOX"
"16746","UCEC","HALLMARK_HEME_METABOLISM","CROCCP2"
"16747","UCEC","HALLMARK_HEME_METABOLISM","CTNS"
"16748","UCEC","HALLMARK_HEME_METABOLISM","CTSB"
