"Gene","Cancer_type","Pathway","new"
"PTPN6","COAD","protein dephosphorylation","PTPN6 COAD"
"PTPN6","LIHC","protein dephosphorylation","PTPN6 LIHC"
"PTPN6","UCEC","protein dephosphorylation","PTPN6 UCEC"
"PTPN6","SKCM","protein dephosphorylation","PTPN6 SKCM"
"PTPN6","UCS","protein dephosphorylation","PTPN6 UCS"
"PTPN6","PANCAN","protein dephosphorylation","PTPN6 PANCAN"
"PTPN6","STAD","protein dephosphorylation","PTPN6 STAD"
"PTPRB","READ","dephosphorylation","PTPRB READ"
"PTPRB","UCS","dephosphorylation","PTPRB UCS"
"PTPRB","HNSC","dephosphorylation","PTPRB HNSC"
"PTPRB","DLBC","dephosphorylation","PTPRB DLBC"
"PTPRB","UCEC","dephosphorylation","PTPRB UCEC"
"PTPRB","LUAD","dephosphorylation","PTPRB LUAD"
"PTPRB","UVM","dephosphorylation","PTPRB UVM"
"PTPRB","ESCA","dephosphorylation","PTPRB ESCA"
"PTPRB","LGG","dephosphorylation","PTPRB LGG"
"PTPRB","KIRC","dephosphorylation","PTPRB KIRC"
"PTPRB","COAD","dephosphorylation","PTPRB COAD"
"PTPRB","OV","dephosphorylation","PTPRB OV"
"PTPRB","SKCM","dephosphorylation","PTPRB SKCM"
"PTPRB","GBM","dephosphorylation","PTPRB GBM"
"PTPRB","OS","dephosphorylation","PTPRB OS"
"PTPRB","SARC","dephosphorylation","PTPRB SARC"
"PTPRB","STAD","dephosphorylation","PTPRB STAD"
"PTPRB","LIHC","dephosphorylation","PTPRB LIHC"
"PTPRB","PAAD","dephosphorylation","PTPRB PAAD"
"PTPRB","PANCAN","dephosphorylation","PTPRB PANCAN"
"PTPRB","CESC","dephosphorylation","PTPRB CESC"
"PTPRB","MESO","dephosphorylation","PTPRB MESO"
"PTPRB","LUSC","dephosphorylation","PTPRB LUSC"
"PTPRB","BRCA","dephosphorylation","PTPRB BRCA"
"PTPRB","BLCA","dephosphorylation","PTPRB BLCA"
"PTPRB","KIRP","dephosphorylation","PTPRB KIRP"
"PTPRB","LAML","dephosphorylation","PTPRB LAML"
"PTPRC","LUAD","protein dephosphorylation","PTPRC LUAD"
"PTPRC","BRCA","protein dephosphorylation","PTPRC BRCA"
"PTPRC","OV","protein dephosphorylation","PTPRC OV"
"PTPRC","HNSC","protein dephosphorylation","PTPRC HNSC"
"PTPRC","GBM","protein dephosphorylation","PTPRC GBM"
"PTPRC","KIRC","protein dephosphorylation","PTPRC KIRC"
"PTPRC","COAD","protein dephosphorylation","PTPRC COAD"
"PTPRC","READ","protein dephosphorylation","PTPRC READ"
"PTPRC","CESC","protein dephosphorylation","PTPRC CESC"
"PTPRC","BLCA","protein dephosphorylation","PTPRC BLCA"
"PTPRC","LUSC","protein dephosphorylation","PTPRC LUSC"
"PTPRC","ESCA","protein dephosphorylation","PTPRC ESCA"
"PTPRC","KIRP","protein dephosphorylation","PTPRC KIRP"
"PTPRC","LGG","protein dephosphorylation","PTPRC LGG"
"PTPRC","DLBC","protein dephosphorylation","PTPRC DLBC"
"PTPRC","STAD","protein dephosphorylation","PTPRC STAD"
"PTPRC","CHOL","protein dephosphorylation","PTPRC CHOL"
"PTPRC","PRAD","protein dephosphorylation","PTPRC PRAD"
"PTPRC","UCEC","protein dephosphorylation","PTPRC UCEC"
"PTPRC","SARC","protein dephosphorylation","PTPRC SARC"
"PTPRC","PANCAN","protein dephosphorylation","PTPRC PANCAN"
"PTPRC","SKCM","protein dephosphorylation","PTPRC SKCM"
"PTPRC","LIHC","protein dephosphorylation","PTPRC LIHC"
"PTPRC","UCS","protein dephosphorylation","PTPRC UCS"
"PTPRD","HNSC","phosphate-containing compound metabolic process","PTPRD HNSC"
"PTPRD","PRAD","phosphate-containing compound metabolic process","PTPRD PRAD"
"PTPRD","BRCA","phosphate-containing compound metabolic process","PTPRD BRCA"
"PTPRD","LGG","phosphate-containing compound metabolic process","PTPRD LGG"
"PTPRD","BLCA","phosphate-containing compound metabolic process","PTPRD BLCA"
"PTPRD","THYM","phosphate-containing compound metabolic process","PTPRD THYM"
"PTPRD","OS","phosphate-containing compound metabolic process","PTPRD OS"
"PTPRD","READ","phosphate-containing compound metabolic process","PTPRD READ"
"PTPRD","DLBC","phosphate-containing compound metabolic process","PTPRD DLBC"
"PTPRD","KICH","phosphate-containing compound metabolic process","PTPRD KICH"
"PTPRD","LUSC","phosphate-containing compound metabolic process","PTPRD LUSC"
"PTPRD","COAD","phosphate-containing compound metabolic process","PTPRD COAD"
"PTPRD","CESC","phosphate-containing compound metabolic process","PTPRD CESC"
"PTPRD","ESCA","phosphate-containing compound metabolic process","PTPRD ESCA"
"PTPRD","WT","phosphate-containing compound metabolic process","PTPRD WT"
"PTPRD","SKCM","phosphate-containing compound metabolic process","PTPRD SKCM"
"PTPRD","GBM","phosphate-containing compound metabolic process","PTPRD GBM"
"PTPRD","UCS","phosphate-containing compound metabolic process","PTPRD UCS"
"PTPRD","STAD","phosphate-containing compound metabolic process","PTPRD STAD"
"PTPRD","PAAD","phosphate-containing compound metabolic process","PTPRD PAAD"
"PTPRD","LUAD","phosphate-containing compound metabolic process","PTPRD LUAD"
"PTPRD","UVM","phosphate-containing compound metabolic process","PTPRD UVM"
"PTPRD","UCEC","phosphate-containing compound metabolic process","PTPRD UCEC"
"PTPRD","LAML","phosphate-containing compound metabolic process","PTPRD LAML"
"PTPRD","SARC","phosphate-containing compound metabolic process","PTPRD SARC"
"PTPRD","OV","phosphate-containing compound metabolic process","PTPRD OV"
"PTPRD","LIHC","phosphate-containing compound metabolic process","PTPRD LIHC"
"PTPRD","CHOL","phosphate-containing compound metabolic process","PTPRD CHOL"
"PTPRD","MESO","phosphate-containing compound metabolic process","PTPRD MESO"
"PTPRD","KIRP","phosphate-containing compound metabolic process","PTPRD KIRP"
"PTPRD","PANCAN","phosphate-containing compound metabolic process","PTPRD PANCAN"
"PTPRK","COAD","protein dephosphorylation","PTPRK COAD"
"PTPRK","CESC","protein dephosphorylation","PTPRK CESC"
"PTPRK","ESCA","protein dephosphorylation","PTPRK ESCA"
"PTPRK","SKCM","protein dephosphorylation","PTPRK SKCM"
"PTPRK","GBM","protein dephosphorylation","PTPRK GBM"
"PTPRK","LUSC","protein dephosphorylation","PTPRK LUSC"
"PTPRK","STAD","protein dephosphorylation","PTPRK STAD"
"PTPRK","READ","protein dephosphorylation","PTPRK READ"
"PTPRK","UCS","protein dephosphorylation","PTPRK UCS"
"PTPRK","OV","protein dephosphorylation","PTPRK OV"
"PTPRK","LIHC","protein dephosphorylation","PTPRK LIHC"
"PTPRK","LUAD","protein dephosphorylation","PTPRK LUAD"
"PTPRK","SARC","protein dephosphorylation","PTPRK SARC"
"PTPRK","BLCA","protein dephosphorylation","PTPRK BLCA"
"PTPRK","PANCAN","protein dephosphorylation","PTPRK PANCAN"
"PTPRK","HNSC","protein dephosphorylation","PTPRK HNSC"
"PTPRK","UCEC","protein dephosphorylation","PTPRK UCEC"
"PTPRK","CHOL","protein dephosphorylation","PTPRK CHOL"
"PTPRK","DLBC","protein dephosphorylation","PTPRK DLBC"
"PTPRT","LIHC","peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity","PTPRT LIHC"
"PTPRT","OS","peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity","PTPRT OS"
"PTPRT","UCS","peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity","PTPRT UCS"
"PTPRT","BRCA","peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity","PTPRT BRCA"
"PTPRT","KIRP","peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity","PTPRT KIRP"
"PTPRT","UCEC","peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity","PTPRT UCEC"
"PTPRT","ESCA","peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity","PTPRT ESCA"
"PTPRT","NBL","peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity","PTPRT NBL"
"PTPRT","READ","peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity","PTPRT READ"
"PTPRT","CESC","peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity","PTPRT CESC"
"PTPRT","SARC","peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity","PTPRT SARC"
"PTPRT","PAAD","peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity","PTPRT PAAD"
"PTPRT","SKCM","peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity","PTPRT SKCM"
"PTPRT","LUSC","peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity","PTPRT LUSC"
"PTPRT","DLBC","peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity","PTPRT DLBC"
"PTPRT","STAD","peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity","PTPRT STAD"
"PTPRT","PANCAN","peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity","PTPRT PANCAN"
"PTPRT","OV","peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity","PTPRT OV"
"PTPRT","COAD","peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity","PTPRT COAD"
"PTPRT","LUAD","peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity","PTPRT LUAD"
"PTPRT","KIRC","peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity","PTPRT KIRC"
"PTPRT","HNSC","peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity","PTPRT HNSC"
"PTPRT","LAML","peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity","PTPRT LAML"
"PTPRT","BLCA","peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity","PTPRT BLCA"
"PTPRT","GBM","peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity","PTPRT GBM"
"PTPRU","BLCA","protein dephosphorylation","PTPRU BLCA"
"PTPRU","HNSC","protein dephosphorylation","PTPRU HNSC"
"PTTG1","BRCA","DNA repair","PTTG1 BRCA"
"PTTG1","LUSC","DNA repair","PTTG1 LUSC"
"PTTG1","KIRC","DNA repair","PTTG1 KIRC"
"PTTG1","UCEC","DNA repair","PTTG1 UCEC"
"PTTG1","LIHC","DNA repair","PTTG1 LIHC"
"PTTG1","KICH","DNA repair","PTTG1 KICH"
"PTTG1","STAD","DNA repair","PTTG1 STAD"
"PXDN","ESCA","hydrogen peroxide catabolic process","PXDN ESCA"
"PXDN","UCEC","hydrogen peroxide catabolic process","PXDN UCEC"
"PXDN","COAD","hydrogen peroxide catabolic process","PXDN COAD"
"PXDN","LIHC","hydrogen peroxide catabolic process","PXDN LIHC"
"PXDN","LUAD","hydrogen peroxide catabolic process","PXDN LUAD"
"QKI","SKCM","mRNA processing","QKI SKCM"
"QKI","UVM","mRNA processing","QKI UVM"
"QKI","READ","mRNA processing","QKI READ"
"QKI","HNSC","mRNA processing","QKI HNSC"
"QKI","ESCA","mRNA processing","QKI ESCA"
"QKI","GBM","mRNA processing","QKI GBM"
"QKI","LUSC","mRNA processing","QKI LUSC"
"QKI","UCEC","mRNA processing","QKI UCEC"
"QKI","PAAD","mRNA processing","QKI PAAD"
"QKI","BLCA","mRNA processing","QKI BLCA"
"QKI","STAD","mRNA processing","QKI STAD"
"QKI","SARC","mRNA processing","QKI SARC"
"QKI","PANCAN","mRNA processing","QKI PANCAN"
"QKI","COAD","mRNA processing","QKI COAD"
"QKI","LUAD","mRNA processing","QKI LUAD"
"RAC1","UCEC","respiratory burst","RAC1 UCEC"
"RAC1","SKCM","respiratory burst","RAC1 SKCM"
"RAC1","COAD","respiratory burst","RAC1 COAD"
"RAC1","HNSC","respiratory burst","RAC1 HNSC"
"RAC1","UCS","respiratory burst","RAC1 UCS"
"RAC1","LUSC","respiratory burst","RAC1 LUSC"
"RAD17","UCEC","DNA repair","RAD17 UCEC"
"RAD17","LUAD","DNA repair","RAD17 LUAD"
"RAD17","READ","DNA repair","RAD17 READ"
"RAD17","BLCA","DNA repair","RAD17 BLCA"
"RAD17","SKCM","DNA repair","RAD17 SKCM"
"RAD17","LUSC","DNA repair","RAD17 LUSC"
"RAD17","CESC","DNA repair","RAD17 CESC"
"RAD17","COAD","DNA repair","RAD17 COAD"
"RAD17","STAD","DNA repair","RAD17 STAD"
"RAD17","CHOL","DNA repair","RAD17 CHOL"
"RAD21","LAML","replication-born double-strand break repair via sister chromatid exchange","RAD21 LAML"
"RAD21","UCEC","replication-born double-strand break repair via sister chromatid exchange","RAD21 UCEC"
"RAD21","PANCAN","replication-born double-strand break repair via sister chromatid exchange","RAD21 PANCAN"
"RAD21","COAD","replication-born double-strand break repair via sister chromatid exchange","RAD21 COAD"
"RAD21","UCS","replication-born double-strand break repair via sister chromatid exchange","RAD21 UCS"
"RAD21","HNSC","replication-born double-strand break repair via sister chromatid exchange","RAD21 HNSC"
"RAD21","CESC","replication-born double-strand break repair via sister chromatid exchange","RAD21 CESC"
"RAD21","PAAD","replication-born double-strand break repair via sister chromatid exchange","RAD21 PAAD"
"RAD21","MESO","replication-born double-strand break repair via sister chromatid exchange","RAD21 MESO"
"RAD21","LUSC","replication-born double-strand break repair via sister chromatid exchange","RAD21 LUSC"
"RAD21","BLCA","replication-born double-strand break repair via sister chromatid exchange","RAD21 BLCA"
"RAD21","LUAD","replication-born double-strand break repair via sister chromatid exchange","RAD21 LUAD"
"RAD21","SKCM","replication-born double-strand break repair via sister chromatid exchange","RAD21 SKCM"
"RAD21","READ","replication-born double-strand break repair via sister chromatid exchange","RAD21 READ"
"RAD51B","LUSC","double-strand break repair via homologous recombination","RAD51B LUSC"
"RAD51B","UCEC","double-strand break repair via homologous recombination","RAD51B UCEC"
"RAD51B","PBCA","double-strand break repair via homologous recombination","RAD51B PBCA"
"RAD51B","UCS","double-strand break repair via homologous recombination","RAD51B UCS"
"RAF1","NBL","protein phosphorylation","RAF1 NBL"
"RAF1","READ","protein phosphorylation","RAF1 READ"
"RAF1","SCLC","protein phosphorylation","RAF1 SCLC"
"RAF1","STAD","protein phosphorylation","RAF1 STAD"
"RAF1","BLCA","protein phosphorylation","RAF1 BLCA"
"RAF1","KIRP","protein phosphorylation","RAF1 KIRP"
"RAF1","COAD","protein phosphorylation","RAF1 COAD"
"RAF1","SKCM","protein phosphorylation","RAF1 SKCM"
"RAF1","DLBC","protein phosphorylation","RAF1 DLBC"
"RAF1","SARC","protein phosphorylation","RAF1 SARC"
"RAF1","UCEC","protein phosphorylation","RAF1 UCEC"
"RAG1","HNSC","V(D)J recombination","RAG1 HNSC"
"RAG1","PRAD","V(D)J recombination","RAG1 PRAD"
"RANBP2","PANCAN","protein folding","RANBP2 PANCAN"
"RANBP2","MESO","protein folding","RANBP2 MESO"
"RANBP2","DLBC","protein folding","RANBP2 DLBC"
"RANBP2","COAD","protein folding","RANBP2 COAD"
"RANBP2","STAD","protein folding","RANBP2 STAD"
"RANBP2","SKCM","protein folding","RANBP2 SKCM"
"RANBP2","LGG","protein folding","RANBP2 LGG"
"RANBP2","PCPCG","protein folding","RANBP2 PCPCG"
"RANBP2","BRCA","protein folding","RANBP2 BRCA"
"RANBP2","KIRP","protein folding","RANBP2 KIRP"
"RANBP2","READ","protein folding","RANBP2 READ"
"RANBP2","PAAD","protein folding","RANBP2 PAAD"
"RANBP2","KIRC","protein folding","RANBP2 KIRC"
"RANBP2","UCS","protein folding","RANBP2 UCS"
"RANBP2","PRAD","protein folding","RANBP2 PRAD"
"RANBP2","ESCA","protein folding","RANBP2 ESCA"
"RANBP2","BLCA","protein folding","RANBP2 BLCA"
"RANBP2","OV","protein folding","RANBP2 OV"
"RANBP2","SARC","protein folding","RANBP2 SARC"
"RANBP2","UCEC","protein folding","RANBP2 UCEC"
"RANBP2","OS","protein folding","RANBP2 OS"
"RANBP2","LIHC","protein folding","RANBP2 LIHC"
"RANBP2","CESC","protein folding","RANBP2 CESC"
"RANBP2","LUAD","protein folding","RANBP2 LUAD"
"RANBP2","LUSC","protein folding","RANBP2 LUSC"
"RANBP2","HNSC","protein folding","RANBP2 HNSC"
"RAP1GDS1","BLCA","CAAX-box protein maturation","RAP1GDS1 BLCA"
"RAP1GDS1","STAD","CAAX-box protein maturation","RAP1GDS1 STAD"
"RAP1GDS1","LUAD","CAAX-box protein maturation","RAP1GDS1 LUAD"
"RAP1GDS1","COAD","CAAX-box protein maturation","RAP1GDS1 COAD"
"RAP1GDS1","SKCM","CAAX-box protein maturation","RAP1GDS1 SKCM"
"RAP1GDS1","PAAD","CAAX-box protein maturation","RAP1GDS1 PAAD"
"RAP1GDS1","READ","CAAX-box protein maturation","RAP1GDS1 READ"
"RAP1GDS1","HNSC","CAAX-box protein maturation","RAP1GDS1 HNSC"
"RAP1GDS1","UCEC","CAAX-box protein maturation","RAP1GDS1 UCEC"
"RAP1GDS1","ESCA","CAAX-box protein maturation","RAP1GDS1 ESCA"
"RARA","CHOL","mRNA transcription by RNA polymerase II","RARA CHOL"
"RARA","LUAD","mRNA transcription by RNA polymerase II","RARA LUAD"
"RARA","COAD","mRNA transcription by RNA polymerase II","RARA COAD"
"RARA","LUSC","mRNA transcription by RNA polymerase II","RARA LUSC"
"RARA","STAD","mRNA transcription by RNA polymerase II","RARA STAD"
"RARA","MESO","mRNA transcription by RNA polymerase II","RARA MESO"
"RARA","KIRC","mRNA transcription by RNA polymerase II","RARA KIRC"
"RARA","SARC","mRNA transcription by RNA polymerase II","RARA SARC"
"RARA","BLCA","mRNA transcription by RNA polymerase II","RARA BLCA"
"RARA","KICH","mRNA transcription by RNA polymerase II","RARA KICH"
"RARA","SKCM","mRNA transcription by RNA polymerase II","RARA SKCM"
"RARA","UCEC","mRNA transcription by RNA polymerase II","RARA UCEC"
"RB1","SARC","transcription by RNA polymerase II","RB1 SARC"
"RB1","LGG","transcription by RNA polymerase II","RB1 LGG"
"RB1","READ","transcription by RNA polymerase II","RB1 READ"
"RB1","LUAD","transcription by RNA polymerase II","RB1 LUAD"
"RB1","SKCM","transcription by RNA polymerase II","RB1 SKCM"
"RB1","ESCA","transcription by RNA polymerase II","RB1 ESCA"
"RB1","GBM","transcription by RNA polymerase II","RB1 GBM"
"RB1","LIHC","transcription by RNA polymerase II","RB1 LIHC"
"RB1","CESC","transcription by RNA polymerase II","RB1 CESC"
"RB1","DLBC","transcription by RNA polymerase II","RB1 DLBC"
"RB1","LUSC","transcription by RNA polymerase II","RB1 LUSC"
"RB1","UCEC","transcription by RNA polymerase II","RB1 UCEC"
"RB1","KICH","transcription by RNA polymerase II","RB1 KICH"
"RB1","RBL","transcription by RNA polymerase II","RB1 RBL"
"RB1","OV","transcription by RNA polymerase II","RB1 OV"
"RB1","BLCA","transcription by RNA polymerase II","RB1 BLCA"
"RB1","BRCA","transcription by RNA polymerase II","RB1 BRCA"
"RB1","PANCAN","transcription by RNA polymerase II","RB1 PANCAN"
"RB1","OS","transcription by RNA polymerase II","RB1 OS"
"RB1","UCS","transcription by RNA polymerase II","RB1 UCS"
"RB1","STAD","transcription by RNA polymerase II","RB1 STAD"
"RB1","HNSC","transcription by RNA polymerase II","RB1 HNSC"
"RB1","COAD","transcription by RNA polymerase II","RB1 COAD"
"RBBP6","UCEC","protein ubiquitination","RBBP6 UCEC"
"RBBP6","LUAD","protein ubiquitination","RBBP6 LUAD"
"RBBP6","KIRP","protein ubiquitination","RBBP6 KIRP"
"RBBP6","HNSC","protein ubiquitination","RBBP6 HNSC"
"RBM10","COAD","mRNA splicing, via spliceosome","RBM10 COAD"
"RBM10","WT","mRNA splicing, via spliceosome","RBM10 WT"
"RBM10","CESC","mRNA splicing, via spliceosome","RBM10 CESC"
"RBM10","ESCA","mRNA splicing, via spliceosome","RBM10 ESCA"
"RBM10","SKCM","mRNA splicing, via spliceosome","RBM10 SKCM"
"RBM10","LUSC","mRNA splicing, via spliceosome","RBM10 LUSC"
"RBM10","BLCA","mRNA splicing, via spliceosome","RBM10 BLCA"
"RBM10","UCEC","mRNA splicing, via spliceosome","RBM10 UCEC"
"RBM10","STAD","mRNA splicing, via spliceosome","RBM10 STAD"
"RBM10","KICH","mRNA splicing, via spliceosome","RBM10 KICH"
"RBM10","PAAD","mRNA splicing, via spliceosome","RBM10 PAAD"
"RBM10","DLBC","mRNA splicing, via spliceosome","RBM10 DLBC"
"RBM10","LUAD","mRNA splicing, via spliceosome","RBM10 LUAD"
"RBM10","PANCAN","mRNA splicing, via spliceosome","RBM10 PANCAN"
"RBM10","READ","mRNA splicing, via spliceosome","RBM10 READ"
"RBM10","MESO","mRNA splicing, via spliceosome","RBM10 MESO"
"RBM10","LIHC","mRNA splicing, via spliceosome","RBM10 LIHC"
"RBM15","BLCA","RNA methylation","RBM15 BLCA"
"RBM15","COAD","RNA methylation","RBM15 COAD"
"RBM15","HNSC","RNA methylation","RBM15 HNSC"
"RBM15","SKCM","RNA methylation","RBM15 SKCM"
"RBM15","KICH","RNA methylation","RBM15 KICH"
"RBM15","LUAD","RNA methylation","RBM15 LUAD"
"RBM15","PAAD","RNA methylation","RBM15 PAAD"
"RBM15","STAD","RNA methylation","RBM15 STAD"
"RBM15","LUSC","RNA methylation","RBM15 LUSC"
"RBM15","CESC","RNA methylation","RBM15 CESC"
"RBM15","SARC","RNA methylation","RBM15 SARC"
"RBM15","PANCAN","RNA methylation","RBM15 PANCAN"
"RBM15","UCEC","RNA methylation","RBM15 UCEC"
"RBM15","READ","RNA methylation","RBM15 READ"
"RBM15","ESCA","RNA methylation","RBM15 ESCA"
"RBMY1A1","BLCA","RNA splicing","RBMY1A1 BLCA"
"RBMY1A1","LUSC","RNA splicing","RBMY1A1 LUSC"
"RBMY1A1","KIRC","RNA splicing","RBMY1A1 KIRC"
"RECQL4","CHOL","DNA replication","RECQL4 CHOL"
"RECQL4","BLCA","DNA replication","RECQL4 BLCA"
"RECQL4","ESCA","DNA replication","RECQL4 ESCA"
"RECQL4","HNSC","DNA replication","RECQL4 HNSC"
"RECQL4","STAD","DNA replication","RECQL4 STAD"
"RECQL4","LUSC","DNA replication","RECQL4 LUSC"
"RECQL4","PANCAN","DNA replication","RECQL4 PANCAN"
"RECQL4","SARC","DNA replication","RECQL4 SARC"
"RECQL4","LIHC","DNA replication","RECQL4 LIHC"
"RECQL4","LUAD","DNA replication","RECQL4 LUAD"
"RECQL4","COAD","DNA replication","RECQL4 COAD"
"RECQL4","CESC","DNA replication","RECQL4 CESC"
"RECQL4","BCC","DNA replication","RECQL4 BCC"
"RECQL4","SKCM","DNA replication","RECQL4 SKCM"
"RECQL4","UCEC","DNA replication","RECQL4 UCEC"
"RELN","KIRC","peptidyl-tyrosine phosphorylation","RELN KIRC"
"RELN","LIHC","peptidyl-tyrosine phosphorylation","RELN LIHC"
"RET","PANCAN","protein phosphorylation","RET PANCAN"
"RET","UCEC","protein phosphorylation","RET UCEC"
"RET","ESCA","protein phosphorylation","RET ESCA"
"RET","LUAD","protein phosphorylation","RET LUAD"
"RET","READ","protein phosphorylation","RET READ"
"RET","LUSC","protein phosphorylation","RET LUSC"
"RET","PCPCG","protein phosphorylation","RET PCPCG"
"RET","LIHC","protein phosphorylation","RET LIHC"
"RET","HNSC","protein phosphorylation","RET HNSC"
"RET","BRCA","protein phosphorylation","RET BRCA"
"RET","SARC","protein phosphorylation","RET SARC"
"RET","THCA","protein phosphorylation","RET THCA"
"RET","BLCA","protein phosphorylation","RET BLCA"
"RET","STAD","protein phosphorylation","RET STAD"
"RET","PRAD","protein phosphorylation","RET PRAD"
"RET","LGG","protein phosphorylation","RET LGG"
"RET","SKCM","protein phosphorylation","RET SKCM"
"RET","OV","protein phosphorylation","RET OV"
"RET","UVM","protein phosphorylation","RET UVM"
"RET","COAD","protein phosphorylation","RET COAD"
"RET","CHOL","protein phosphorylation","RET CHOL"
"RET","CESC","protein phosphorylation","RET CESC"
"RET","GBM","protein phosphorylation","RET GBM"
"REV3L","HNSC","DNA-directed DNA polymerase activity","REV3L HNSC"
"REV3L","COAD","DNA-directed DNA polymerase activity","REV3L COAD"
"RFC1","LUAD","telomere maintenance via telomerase","RFC1 LUAD"
"RFC1","LIHC","telomere maintenance via telomerase","RFC1 LIHC"
"RFC3","PRAD","DNA repair","RFC3 PRAD"
"RFWD3","HNSC","replication fork processing","RFWD3 HNSC"
"RFWD3","LUSC","replication fork processing","RFWD3 LUSC"
"RFWD3","BLCA","replication fork processing","RFWD3 BLCA"
"RFWD3","UCEC","replication fork processing","RFWD3 UCEC"
"RFWD3","SKCM","replication fork processing","RFWD3 SKCM"
"RFWD3","CESC","replication fork processing","RFWD3 CESC"
"RFWD3","CHOL","replication fork processing","RFWD3 CHOL"
"RFWD3","COAD","replication fork processing","RFWD3 COAD"
"RFWD3","LUAD","replication fork processing","RFWD3 LUAD"
"RICTOR","KIRC","peptidyl-serine phosphorylation","RICTOR KIRC"
"RICTOR","BLCA","peptidyl-serine phosphorylation","RICTOR BLCA"
"RIPK1","BLCA","protein catabolic process","RIPK1 BLCA"
"RIPK1","LUAD","protein catabolic process","RIPK1 LUAD"
"RNF213","LIHC","lipid ubiquitination","RNF213 LIHC"
"RNF213","SARC","lipid ubiquitination","RNF213 SARC"
"RNF213","LUSC","lipid ubiquitination","RNF213 LUSC"
"RNF213","UCS","lipid ubiquitination","RNF213 UCS"
"RNF213","BLCA","lipid ubiquitination","RNF213 BLCA"
"RNF213","STAD","lipid ubiquitination","RNF213 STAD"
"RNF213","HNSC","lipid ubiquitination","RNF213 HNSC"
"RNF213","UVM","lipid ubiquitination","RNF213 UVM"
"RNF213","CESC","lipid ubiquitination","RNF213 CESC"
"RNF213","PAAD","lipid ubiquitination","RNF213 PAAD"
"RNF213","BRCA","lipid ubiquitination","RNF213 BRCA"
"RNF213","PANCAN","lipid ubiquitination","RNF213 PANCAN"
"RNF213","PRAD","lipid ubiquitination","RNF213 PRAD"
"RNF213","OV","lipid ubiquitination","RNF213 OV"
"RNF213","CHOL","lipid ubiquitination","RNF213 CHOL"
"RNF213","KIRP","lipid ubiquitination","RNF213 KIRP"
"RNF213","SKCM","lipid ubiquitination","RNF213 SKCM"
"RNF213","KIRC","lipid ubiquitination","RNF213 KIRC"
"RNF213","KICH","lipid ubiquitination","RNF213 KICH"
"RNF213","THYM","lipid ubiquitination","RNF213 THYM"
"RNF213","COAD","lipid ubiquitination","RNF213 COAD"
"RNF213","MESO","lipid ubiquitination","RNF213 MESO"
"RNF213","ESCA","lipid ubiquitination","RNF213 ESCA"
"RNF213","GBM","lipid ubiquitination","RNF213 GBM"
"RNF213","LUAD","lipid ubiquitination","RNF213 LUAD"
"RNF213","UCEC","lipid ubiquitination","RNF213 UCEC"
"RNF213","READ","lipid ubiquitination","RNF213 READ"
"RNF213","LAML","lipid ubiquitination","RNF213 LAML"
"RNF213","NBL","lipid ubiquitination","RNF213 NBL"
"RNF43","PRAD","Wnt receptor catabolic process","RNF43 PRAD"
"RNF43","UCEC","Wnt receptor catabolic process","RNF43 UCEC"
"RNF43","UCS","Wnt receptor catabolic process","RNF43 UCS"
"RNF43","BLCA","Wnt receptor catabolic process","RNF43 BLCA"
"RNF43","SKCM","Wnt receptor catabolic process","RNF43 SKCM"
"RNF43","CHOL","Wnt receptor catabolic process","RNF43 CHOL"
"RNF43","LUSC","Wnt receptor catabolic process","RNF43 LUSC"
"RNF43","LUAD","Wnt receptor catabolic process","RNF43 LUAD"
"RNF43","OV","Wnt receptor catabolic process","RNF43 OV"
"RNF43","UVM","Wnt receptor catabolic process","RNF43 UVM"
"RNF43","ESCA","Wnt receptor catabolic process","RNF43 ESCA"
"RNF43","KIRC","Wnt receptor catabolic process","RNF43 KIRC"
"RNF43","NBL","Wnt receptor catabolic process","RNF43 NBL"
