"Gene","Pathway","Cancer_type","new"
"HSP90AA1","eNOS activation","COAD","HSP90AA1 COAD"
"HSP90AA1","eNOS activation","PANCAN","HSP90AA1 PANCAN"
"HSP90AA1","eNOS activation","PAAD","HSP90AA1 PAAD"
"HSP90AA1","eNOS activation","LUSC","HSP90AA1 LUSC"
"HSP90AA1","eNOS activation","UCEC","HSP90AA1 UCEC"
"HSP90AA1","eNOS activation","KIRC","HSP90AA1 KIRC"
"HSP90AA1","eNOS activation","LAML","HSP90AA1 LAML"
"HSP90AA1","eNOS activation","PCPCG","HSP90AA1 PCPCG"
"HSP90AA1","eNOS activation","SARC","HSP90AA1 SARC"
"HSP90AA1","eNOS activation","SKCM","HSP90AA1 SKCM"
"HSP90AA1","eNOS activation","LIHC","HSP90AA1 LIHC"
"HSP90AA1","eNOS activation","ESCA","HSP90AA1 ESCA"
"HSP90AA1","eNOS activation","CESC","HSP90AA1 CESC"
"HSP90AA1","eNOS activation","LUAD","HSP90AA1 LUAD"
"HSP90AA1","eNOS activation","READ","HSP90AA1 READ"
"HSP90AA1","eNOS activation","OS","HSP90AA1 OS"
"HSP90AB1","Phase I - Functionalization of compounds","COAD","HSP90AB1 COAD"
"HSP90AB1","Phase I - Functionalization of compounds","HNSC","HSP90AB1 HNSC"
"HSP90AB1","Phase I - Functionalization of compounds","STAD","HSP90AB1 STAD"
"HSP90AB1","Phase I - Functionalization of compounds","READ","HSP90AB1 READ"
"HSP90AB1","Phase I - Functionalization of compounds","SKCM","HSP90AB1 SKCM"
"HSP90AB1","Phase I - Functionalization of compounds","BLCA","HSP90AB1 BLCA"
"HSP90AB1","Phase I - Functionalization of compounds","UCEC","HSP90AB1 UCEC"
"HSP90AB1","Phase I - Functionalization of compounds","KICH","HSP90AB1 KICH"
"HSP90AB1","Phase I - Functionalization of compounds","SARC","HSP90AB1 SARC"
"HSP90AB1","Phase I - Functionalization of compounds","LUAD","HSP90AB1 LUAD"
"HSP90AB1","Phase I - Functionalization of compounds","BRCA","HSP90AB1 BRCA"
"HSP90AB1","Phase I - Functionalization of compounds","ESCA","HSP90AB1 ESCA"
"HSP90AB1","Phase I - Functionalization of compounds","DLBC","HSP90AB1 DLBC"
"HSP90AB1","Phase I - Functionalization of compounds","CESC","HSP90AB1 CESC"
"HSP90AB1","Phase I - Functionalization of compounds","PANCAN","HSP90AB1 PANCAN"
"HSP90AB1","Phase I - Functionalization of compounds","LUSC","HSP90AB1 LUSC"
"HSP90AB1","Phase I - Functionalization of compounds","LIHC","HSP90AB1 LIHC"
"HSP90AB1","Phase I - Functionalization of compounds","GBM","HSP90AB1 GBM"
"HSPG2","Metabolism of carbohydrates","BRCA","HSPG2 BRCA"
"HSPG2","Metabolism of carbohydrates","KIRP","HSPG2 KIRP"
"IDH1","Metabolism of vitamins and cofactors","SKCM","IDH1 SKCM"
"IDH1","Metabolism of vitamins and cofactors","GBM","IDH1 GBM"
"IDH1","Metabolism of vitamins and cofactors","LGG","IDH1 LGG"
"IDH1","Metabolism of vitamins and cofactors","COAD","IDH1 COAD"
"IDH1","Metabolism of vitamins and cofactors","PRAD","IDH1 PRAD"
"IDH1","Metabolism of vitamins and cofactors","PANCAN","IDH1 PANCAN"
"IDH1","Metabolism of vitamins and cofactors","UCEC","IDH1 UCEC"
"IDH1","Metabolism of vitamins and cofactors","BLCA","IDH1 BLCA"
"IDH1","Metabolism of vitamins and cofactors","THYM","IDH1 THYM"
"IDH1","Metabolism of vitamins and cofactors","CHOL","IDH1 CHOL"
"IDH1","Metabolism of vitamins and cofactors","LAML","IDH1 LAML"
"IDH1","Metabolism of vitamins and cofactors","LIHC","IDH1 LIHC"
"IDH2","Citric acid cycle (TCA cycle)","SARC","IDH2 SARC"
"IDH2","Citric acid cycle (TCA cycle)","COAD","IDH2 COAD"
"IDH2","Citric acid cycle (TCA cycle)","UCS","IDH2 UCS"
"IDH2","Citric acid cycle (TCA cycle)","UCEC","IDH2 UCEC"
"IDH2","Citric acid cycle (TCA cycle)","LGG","IDH2 LGG"
"IDH2","Citric acid cycle (TCA cycle)","LAML","IDH2 LAML"
"IDH2","Citric acid cycle (TCA cycle)","READ","IDH2 READ"
"IDH2","Citric acid cycle (TCA cycle)","PANCAN","IDH2 PANCAN"
"IDH2","Citric acid cycle (TCA cycle)","WT","IDH2 WT"
"IDH2","Citric acid cycle (TCA cycle)","CHOL","IDH2 CHOL"
"IGF1","Peptide hormone metabolism","THCA","IGF1 THCA"
"IGF1","Peptide hormone metabolism","LUAD","IGF1 LUAD"
"IGF1","Peptide hormone metabolism","KIRC","IGF1 KIRC"
"IGF1","Peptide hormone metabolism","KIRP","IGF1 KIRP"
"IGF1","Peptide hormone metabolism","KICH","IGF1 KICH"
"IGF1","Peptide hormone metabolism","LUSC","IGF1 LUSC"
"IGF1","Peptide hormone metabolism","UCEC","IGF1 UCEC"
"IGF1","Peptide hormone metabolism","PRAD","IGF1 PRAD"
"IGF1","Peptide hormone metabolism","LIHC","IGF1 LIHC"
"IGF1","Peptide hormone metabolism","HNSC","IGF1 HNSC"
"IGF1","Peptide hormone metabolism","BRCA","IGF1 BRCA"
"INPPL1","PI Metabolism","BLCA","INPPL1 BLCA"
"INPPL1","PI Metabolism","COAD","INPPL1 COAD"
"INPPL1","PI Metabolism","HNSC","INPPL1 HNSC"
"ITPR3","Regulation of insulin secretion","LIHC","ITPR3 LIHC"
"ITPR3","Regulation of insulin secretion","HNSC","ITPR3 HNSC"
"ITPR3","Regulation of insulin secretion","UCEC","ITPR3 UCEC"
"ITPR3","Regulation of insulin secretion","BRCA","ITPR3 BRCA"
"ITPR3","Regulation of insulin secretion","COAD","ITPR3 COAD"
"KDSR","Metabolism","UCEC","KDSR UCEC"
"KDSR","Metabolism","SKCM","KDSR SKCM"
"KDSR","Metabolism","UCS","KDSR UCS"
"KEAP1","Ub-specific processing proteases","HNSC","KEAP1 HNSC"
"KEAP1","Ub-specific processing proteases","PAAD","KEAP1 PAAD"
"KEAP1","Ub-specific processing proteases","ESCA","KEAP1 ESCA"
"KEAP1","Ub-specific processing proteases","BLCA","KEAP1 BLCA"
"KEAP1","Ub-specific processing proteases","SKCM","KEAP1 SKCM"
"KEAP1","Ub-specific processing proteases","COAD","KEAP1 COAD"
"KEAP1","Ub-specific processing proteases","LUAD","KEAP1 LUAD"
"KEAP1","Ub-specific processing proteases","STAD","KEAP1 STAD"
"KEAP1","Ub-specific processing proteases","KIRP","KEAP1 KIRP"
"KEAP1","Ub-specific processing proteases","LIHC","KEAP1 LIHC"
"KEAP1","Ub-specific processing proteases","UCEC","KEAP1 UCEC"
"KEAP1","Ub-specific processing proteases","LUSC","KEAP1 LUSC"
"KEAP1","Ub-specific processing proteases","PANCAN","KEAP1 PANCAN"
"KEAP1","Ub-specific processing proteases","READ","KEAP1 READ"
"KEAP1","Ub-specific processing proteases","CHOL","KEAP1 CHOL"
"KIF5B","Peptide hormone metabolism","PANCAN","KIF5B PANCAN"
"KIF5B","Peptide hormone metabolism","PAAD","KIF5B PAAD"
"KIF5B","Peptide hormone metabolism","UCS","KIF5B UCS"
"KIF5B","Peptide hormone metabolism","STAD","KIF5B STAD"
"KIF5B","Peptide hormone metabolism","DLBC","KIF5B DLBC"
"KIF5B","Peptide hormone metabolism","CESC","KIF5B CESC"
"KIF5B","Peptide hormone metabolism","ESCA","KIF5B ESCA"
"KIF5B","Peptide hormone metabolism","LUSC","KIF5B LUSC"
"KIF5B","Peptide hormone metabolism","COAD","KIF5B COAD"
"KIF5B","Peptide hormone metabolism","SKCM","KIF5B SKCM"
"KIF5B","Peptide hormone metabolism","UCEC","KIF5B UCEC"
"KIF5B","Peptide hormone metabolism","BLCA","KIF5B BLCA"
"KIF5B","Peptide hormone metabolism","KICH","KIF5B KICH"
"KIF5B","Peptide hormone metabolism","READ","KIF5B READ"
"KLF4","Metabolism of proteins","STAD","KLF4 STAD"
"KLF4","Metabolism of proteins","LIHC","KLF4 LIHC"
"KLF4","Metabolism of proteins","SKCM","KLF4 SKCM"
"KLF4","Metabolism of proteins","COAD","KLF4 COAD"
"KLF4","Metabolism of proteins","NBL","KLF4 NBL"
"KLF4","Metabolism of proteins","OS","KLF4 OS"
"KLF4","Metabolism of proteins","PAAD","KLF4 PAAD"
"KLF4","Metabolism of proteins","LUAD","KLF4 LUAD"
"KLF4","Metabolism of proteins","UCEC","KLF4 UCEC"
"KLF4","Metabolism of proteins","BRCA","KLF4 BRCA"
"KLF4","Metabolism of proteins","BLCA","KLF4 BLCA"
"KLF4","Metabolism of proteins","DLBC","KLF4 DLBC"
"KLF4","Metabolism of proteins","THCA","KLF4 THCA"
"KLK2","Metabolism of proteins","ESCA","KLK2 ESCA"
"KLK2","Metabolism of proteins","LUAD","KLK2 LUAD"
"KLK2","Metabolism of proteins","LUSC","KLK2 LUSC"
"KLK2","Metabolism of proteins","UCS","KLK2 UCS"
"KLK2","Metabolism of proteins","SKCM","KLK2 SKCM"
"KLK2","Metabolism of proteins","SARC","KLK2 SARC"
"KLK2","Metabolism of proteins","UCEC","KLK2 UCEC"
"KPNB1","Metabolism of steroids","ESCA","KPNB1 ESCA"
"KPNB1","Metabolism of steroids","COAD","KPNB1 COAD"
"KTN1","Metabolism of proteins","UCS","KTN1 UCS"
"KTN1","Metabolism of proteins","LUSC","KTN1 LUSC"
"KTN1","Metabolism of proteins","COAD","KTN1 COAD"
"KTN1","Metabolism of proteins","BLCA","KTN1 BLCA"
"KTN1","Metabolism of proteins","SKCM","KTN1 SKCM"
"KTN1","Metabolism of proteins","KIRP","KTN1 KIRP"
"KTN1","Metabolism of proteins","UCEC","KTN1 UCEC"
"KTN1","Metabolism of proteins","LUAD","KTN1 LUAD"
"KTN1","Metabolism of proteins","DLBC","KTN1 DLBC"
"KTN1","Metabolism of proteins","READ","KTN1 READ"
"KTN1","Metabolism of proteins","ESCA","KTN1 ESCA"
"KTN1","Metabolism of proteins","PANCAN","KTN1 PANCAN"
"KTN1","Metabolism of proteins","SARC","KTN1 SARC"
"KTN1","Metabolism of proteins","UVM","KTN1 UVM"
"KTN1","Metabolism of proteins","CESC","KTN1 CESC"
"KTN1","Metabolism of proteins","BRCA","KTN1 BRCA"
"KTN1","Metabolism of proteins","CHOL","KTN1 CHOL"
"KTN1","Metabolism of proteins","STAD","KTN1 STAD"
"KTN1","Metabolism of proteins","LIHC","KTN1 LIHC"
"LAMC1","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","LIHC","LAMC1 LIHC"
"LAMC1","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","HNSC","LAMC1 HNSC"
"LAMC1","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","COAD","LAMC1 COAD"
"LAMC1","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","BLCA","LAMC1 BLCA"
"LAMC1","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","KIRC","LAMC1 KIRC"
"LAMC1","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","UCEC","LAMC1 UCEC"
"LDHB","Pyruvate metabolism and Citric Acid (TCA) cycle","PRAD","LDHB PRAD"
"LDHB","Pyruvate metabolism and Citric Acid (TCA) cycle","STAD","LDHB STAD"
"LRP1","Retinoid metabolism and transport","KIRP","LRP1 KIRP"
"LRP1","Retinoid metabolism and transport","BLCA","LRP1 BLCA"
"MDM2","SUMO E3 ligases SUMOylate target proteins","UCEC","MDM2 UCEC"
"MDM2","SUMO E3 ligases SUMOylate target proteins","COAD","MDM2 COAD"
"MDM2","SUMO E3 ligases SUMOylate target proteins","READ","MDM2 READ"
"MDM2","SUMO E3 ligases SUMOylate target proteins","PAAD","MDM2 PAAD"
"MDM2","SUMO E3 ligases SUMOylate target proteins","LUAD","MDM2 LUAD"
"MDM2","SUMO E3 ligases SUMOylate target proteins","BLCA","MDM2 BLCA"
"MDM2","SUMO E3 ligases SUMOylate target proteins","STAD","MDM2 STAD"
"MDM2","SUMO E3 ligases SUMOylate target proteins","ESCA","MDM2 ESCA"
"MDM2","SUMO E3 ligases SUMOylate target proteins","SARC","MDM2 SARC"
"MDM4","Ub-specific processing proteases","COAD","MDM4 COAD"
"MDM4","Ub-specific processing proteases","UCEC","MDM4 UCEC"
"MDM4","Ub-specific processing proteases","UCS","MDM4 UCS"
"MDM4","Ub-specific processing proteases","STAD","MDM4 STAD"
"MDM4","Ub-specific processing proteases","CHOL","MDM4 CHOL"
"MDM4","Ub-specific processing proteases","LUAD","MDM4 LUAD"
"MDM4","Ub-specific processing proteases","READ","MDM4 READ"
"MED12","Metabolism of lipids","MESO","MED12 MESO"
"MED12","Metabolism of lipids","PANCAN","MED12 PANCAN"
"MED12","Metabolism of lipids","HNSC","MED12 HNSC"
"MED12","Metabolism of lipids","SARC","MED12 SARC"
"MED12","Metabolism of lipids","LIHC","MED12 LIHC"
"MED12","Metabolism of lipids","KIRP","MED12 KIRP"
"MED12","Metabolism of lipids","WT","MED12 WT"
"MED12","Metabolism of lipids","SKCM","MED12 SKCM"
"MED12","Metabolism of lipids","UCEC","MED12 UCEC"
"MED12","Metabolism of lipids","UVM","MED12 UVM"
"MED12","Metabolism of lipids","GBM","MED12 GBM"
"MED12","Metabolism of lipids","OV","MED12 OV"
"MED12","Metabolism of lipids","BLCA","MED12 BLCA"
"MED12","Metabolism of lipids","STAD","MED12 STAD"
"MED12","Metabolism of lipids","LGG","MED12 LGG"
"MED12","Metabolism of lipids","THCA","MED12 THCA"
"MED12","Metabolism of lipids","CHOL","MED12 CHOL"
"MED12","Metabolism of lipids","DLBC","MED12 DLBC"
"MED12","Metabolism of lipids","LUSC","MED12 LUSC"
"MED12","Metabolism of lipids","READ","MED12 READ"
"MED12","Metabolism of lipids","ESCA","MED12 ESCA"
"MED12","Metabolism of lipids","KIRC","MED12 KIRC"
"MED12","Metabolism of lipids","UCS","MED12 UCS"
"MED12","Metabolism of lipids","COAD","MED12 COAD"
"MED12","Metabolism of lipids","CESC","MED12 CESC"
"MED12","Metabolism of lipids","PRAD","MED12 PRAD"
"MED12","Metabolism of lipids","BRCA","MED12 BRCA"
"MED12","Metabolism of lipids","LUAD","MED12 LUAD"
"MED12","Metabolism of lipids","LAML","MED12 LAML"
"MED13","Regulation of lipid metabolism by PPARalpha","BLCA","MED13 BLCA"
"MED13","Regulation of lipid metabolism by PPARalpha","KIRP","MED13 KIRP"
"MED13","Regulation of lipid metabolism by PPARalpha","KIRC","MED13 KIRC"
"MED13","Regulation of lipid metabolism by PPARalpha","PRAD","MED13 PRAD"
"MED23","PPARA activates gene expression","BRCA","MED23 BRCA"
"MEN1","Metabolism of proteins","UCS","MEN1 UCS"
"MEN1","Metabolism of proteins","UVM","MEN1 UVM"
"MEN1","Metabolism of proteins","STAD","MEN1 STAD"
"MEN1","Metabolism of proteins","UCEC","MEN1 UCEC"
"MEN1","Metabolism of proteins","COAD","MEN1 COAD"
"MEN1","Metabolism of proteins","PAAD","MEN1 PAAD"
"MEN1","Metabolism of proteins","BRCA","MEN1 BRCA"
"MEN1","Metabolism of proteins","PANCAN","MEN1 PANCAN"
"MEN1","Metabolism of proteins","KIRP","MEN1 KIRP"
"MEN1","Metabolism of proteins","READ","MEN1 READ"
"MEN1","Metabolism of proteins","SKCM","MEN1 SKCM"
"MEN1","Metabolism of proteins","LUSC","MEN1 LUSC"
"MITF","SUMOylation","DLBC","MITF DLBC"
"MITF","SUMOylation","CHOL","MITF CHOL"
"MITF","SUMOylation","LUAD","MITF LUAD"
"MITF","SUMOylation","READ","MITF READ"
"MITF","SUMOylation","UCEC","MITF UCEC"
"MITF","SUMOylation","PANCAN","MITF PANCAN"
"MITF","SUMOylation","PAAD","MITF PAAD"
"MITF","SUMOylation","SKCM","MITF SKCM"
"MITF","SUMOylation","BLCA","MITF BLCA"
"MITF","SUMOylation","COAD","MITF COAD"
"MITF","SUMOylation","LUSC","MITF LUSC"
"MITF","SUMOylation","LIHC","MITF LIHC"
"MITF","SUMOylation","STAD","MITF STAD"
"MLXIPL","Metabolism","LIHC","MLXIPL LIHC"
"MLXIPL","Metabolism","BRCA","MLXIPL BRCA"
"MRPS31","Mitochondrial translation elongation","BLCA","MRPS31 BLCA"
"MRTFA","SUMOylation of transcription cofactors","DLBC","MRTFA DLBC"
"MRTFA","SUMOylation of transcription cofactors","LUSC","MRTFA LUSC"
"MRTFA","SUMOylation of transcription cofactors","STAD","MRTFA STAD"
"MRTFA","SUMOylation of transcription cofactors","HNSC","MRTFA HNSC"
"MRTFA","SUMOylation of transcription cofactors","KIRP","MRTFA KIRP"
"MRTFA","SUMOylation of transcription cofactors","CESC","MRTFA CESC"
"MRTFA","SUMOylation of transcription cofactors","READ","MRTFA READ"
"MRTFA","SUMOylation of transcription cofactors","PAAD","MRTFA PAAD"
"MRTFA","SUMOylation of transcription cofactors","PANCAN","MRTFA PANCAN"
"MRTFA","SUMOylation of transcription cofactors","UCEC","MRTFA UCEC"
"MRTFA","SUMOylation of transcription cofactors","SKCM","MRTFA SKCM"
"MRTFA","SUMOylation of transcription cofactors","BLCA","MRTFA BLCA"
"MRTFA","SUMOylation of transcription cofactors","COAD","MRTFA COAD"
"MUC1","Metabolism of proteins","KIRC","MUC1 KIRC"
"MUC1","Metabolism of proteins","BRCA","MUC1 BRCA"
"MUC1","Metabolism of proteins","UCEC","MUC1 UCEC"
"MUC1","Metabolism of proteins","DLBC","MUC1 DLBC"
"MUC1","Metabolism of proteins","KIRP","MUC1 KIRP"
"MUC1","Metabolism of proteins","LUAD","MUC1 LUAD"
"MUC1","Metabolism of proteins","THCA","MUC1 THCA"
"MUC1","Metabolism of proteins","COAD","MUC1 COAD"
"MUC1","Metabolism of proteins","CESC","MUC1 CESC"
"MUC1","Metabolism of proteins","PAAD","MUC1 PAAD"
"MUC1","Metabolism of proteins","STAD","MUC1 STAD"
"MUC1","Metabolism of proteins","LIHC","MUC1 LIHC"
"MUC1","Metabolism of proteins","LUSC","MUC1 LUSC"
"MUC1","Metabolism of proteins","HNSC","MUC1 HNSC"
"MUC1","Metabolism of proteins","PRAD","MUC1 PRAD"
"MUC1","Metabolism of proteins","MESO","MUC1 MESO"
"MUC1","Metabolism of proteins","SKCM","MUC1 SKCM"
"MUC1","Metabolism of proteins","KICH","MUC1 KICH"
"MUC16","O-linked glycosylation","PANCAN","MUC16 PANCAN"
"MUC16","O-linked glycosylation","OV","MUC16 OV"
"MUC16","O-linked glycosylation","PRAD","MUC16 PRAD"
"MUC16","O-linked glycosylation","LIHC","MUC16 LIHC"
"MUC16","O-linked glycosylation","SKCM","MUC16 SKCM"
"MUC16","O-linked glycosylation","CHOL","MUC16 CHOL"
"MUC16","O-linked glycosylation","CESC","MUC16 CESC"
"MUC16","O-linked glycosylation","LGG","MUC16 LGG"
"MUC16","O-linked glycosylation","LUSC","MUC16 LUSC"
"MUC16","O-linked glycosylation","KIRP","MUC16 KIRP"
"MUC16","O-linked glycosylation","MESO","MUC16 MESO"
"MUC16","O-linked glycosylation","ESCA","MUC16 ESCA"
"MUC16","O-linked glycosylation","PAAD","MUC16 PAAD"
"MUC16","O-linked glycosylation","HNSC","MUC16 HNSC"
"MUC16","O-linked glycosylation","NBL","MUC16 NBL"
"MUC16","O-linked glycosylation","KIRC","MUC16 KIRC"
"MUC16","O-linked glycosylation","UVM","MUC16 UVM"
"MUC16","O-linked glycosylation","OS","MUC16 OS"
"MUC16","O-linked glycosylation","BLCA","MUC16 BLCA"
"MUC16","O-linked glycosylation","READ","MUC16 READ"
"MUC16","O-linked glycosylation","THYM","MUC16 THYM"
"MUC16","O-linked glycosylation","DLBC","MUC16 DLBC"
"MUC16","O-linked glycosylation","STAD","MUC16 STAD"
"MUC16","O-linked glycosylation","SARC","MUC16 SARC"
"MUC16","O-linked glycosylation","UCEC","MUC16 UCEC"
"MUC16","O-linked glycosylation","COAD","MUC16 COAD"
"MUC16","O-linked glycosylation","LUAD","MUC16 LUAD"
"MUC16","O-linked glycosylation","PCPCG","MUC16 PCPCG"
"MUC16","O-linked glycosylation","LAML","MUC16 LAML"
"MUC16","O-linked glycosylation","BRCA","MUC16 BRCA"
"MUC16","O-linked glycosylation","THCA","MUC16 THCA"
"MUC16","O-linked glycosylation","KICH","MUC16 KICH"
"MUC16","O-linked glycosylation","UCS","MUC16 UCS"
"MUC16","O-linked glycosylation","GBM","MUC16 GBM"
"MUC4","Metabolism of proteins","GBM","MUC4 GBM"
"MUC4","Metabolism of proteins","LUAD","MUC4 LUAD"
"MUC4","Metabolism of proteins","LIHC","MUC4 LIHC"
"MUC4","Metabolism of proteins","KIRC","MUC4 KIRC"
"MUC4","Metabolism of proteins","UVM","MUC4 UVM"
"MUC4","Metabolism of proteins","READ","MUC4 READ"
"MUC4","Metabolism of proteins","PANCAN","MUC4 PANCAN"
"MUC4","Metabolism of proteins","THCA","MUC4 THCA"
"MUC4","Metabolism of proteins","COAD","MUC4 COAD"
"MUC4","Metabolism of proteins","PAAD","MUC4 PAAD"
"MUC4","Metabolism of proteins","CHOL","MUC4 CHOL"
"MUC4","Metabolism of proteins","UCS","MUC4 UCS"
"MUC4","Metabolism of proteins","BRCA","MUC4 BRCA"
"MUC4","Metabolism of proteins","KIRP","MUC4 KIRP"
"MUC4","Metabolism of proteins","HNSC","MUC4 HNSC"
"MUC4","Metabolism of proteins","SARC","MUC4 SARC"
"MUC4","Metabolism of proteins","SKCM","MUC4 SKCM"
"MUC4","Metabolism of proteins","LUSC","MUC4 LUSC"
"MUC4","Metabolism of proteins","ESCA","MUC4 ESCA"
"MUC4","Metabolism of proteins","PRAD","MUC4 PRAD"
"MUC4","Metabolism of proteins","BLCA","MUC4 BLCA"
"MUC4","Metabolism of proteins","LAML","MUC4 LAML"
"MUC4","Metabolism of proteins","CESC","MUC4 CESC"
"MUC4","Metabolism of proteins","WT","MUC4 WT"
"MUC4","Metabolism of proteins","UCEC","MUC4 UCEC"
"MUC4","Metabolism of proteins","STAD","MUC4 STAD"
"MUC4","Metabolism of proteins","KICH","MUC4 KICH"
"MUC4","Metabolism of proteins","DLBC","MUC4 DLBC"
"MUC4","Metabolism of proteins","OS","MUC4 OS"
"MUC4","Metabolism of proteins","NBL","MUC4 NBL"
"MYC","Deubiquitination","HNSC","MYC HNSC"
"MYC","Deubiquitination","ESCA","MYC ESCA"
"MYC","Deubiquitination","PANCAN","MYC PANCAN"
"MYC","Deubiquitination","STAD","MYC STAD"
"MYC","Deubiquitination","COAD","MYC COAD"
"MYC","Deubiquitination","CLLE","MYC CLLE"
"MYC","Deubiquitination","CGCI-BLGSP","MYC CGCI-BLGSP"
"MYC","Deubiquitination","UCS","MYC UCS"
"MYC","Deubiquitination","LIHC","MYC LIHC"
"MYC","Deubiquitination","LAML","MYC LAML"
"MYC","Deubiquitination","SCLC","MYC SCLC"
"MYC","Deubiquitination","UCEC","MYC UCEC"
"MYC","Deubiquitination","OV","MYC OV"
"MYC","Deubiquitination","SARC","MYC SARC"
"MYC","Deubiquitination","KIRC","MYC KIRC"
"MYC","Deubiquitination","MESO","MYC MESO"
"MYC","Deubiquitination","BLCA","MYC BLCA"
"MYC","Deubiquitination","SKCM","MYC SKCM"
"MYC","Deubiquitination","CESC","MYC CESC"
"MYC","Deubiquitination","DLBC","MYC DLBC"
"MYC","Deubiquitination","PRAD","MYC PRAD"
"MYC","Deubiquitination","THCA","MYC THCA"
"MYO5A","Peptide hormone metabolism","KIRC","MYO5A KIRC"
"MYO5A","Peptide hormone metabolism","MESO","MYO5A MESO"
"MYO5A","Peptide hormone metabolism","CESC","MYO5A CESC"
"MYO5A","Peptide hormone metabolism","BLCA","MYO5A BLCA"
"MYO5A","Peptide hormone metabolism","LIHC","MYO5A LIHC"
"MYO5A","Peptide hormone metabolism","LUSC","MYO5A LUSC"
"MYO5A","Peptide hormone metabolism","KIRP","MYO5A KIRP"
"MYO5A","Peptide hormone metabolism","HNSC","MYO5A HNSC"
"MYO5A","Peptide hormone metabolism","PANCAN","MYO5A PANCAN"
"MYO5A","Peptide hormone metabolism","OS","MYO5A OS"
"MYO5A","Peptide hormone metabolism","PAAD","MYO5A PAAD"
"MYO5A","Peptide hormone metabolism","COAD","MYO5A COAD"
"MYO5A","Peptide hormone metabolism","SARC","MYO5A SARC"
"MYO5A","Peptide hormone metabolism","UCS","MYO5A UCS"
"MYO5A","Peptide hormone metabolism","READ","MYO5A READ"
"MYO5A","Peptide hormone metabolism","LUAD","MYO5A LUAD"
"MYO5A","Peptide hormone metabolism","STAD","MYO5A STAD"
"MYO5A","Peptide hormone metabolism","BRCA","MYO5A BRCA"
"MYO5A","Peptide hormone metabolism","SKCM","MYO5A SKCM"
"MYO5A","Peptide hormone metabolism","ESCA","MYO5A ESCA"
"MYO5A","Peptide hormone metabolism","UCEC","MYO5A UCEC"
"NCOA1","Regulation of cholesterol biosynthesis by SREBP (SREBF)","CESC","NCOA1 CESC"
"NCOA1","Regulation of cholesterol biosynthesis by SREBP (SREBF)","HNSC","NCOA1 HNSC"
"NCOA1","Regulation of cholesterol biosynthesis by SREBP (SREBF)","WT","NCOA1 WT"
"NCOA1","Regulation of cholesterol biosynthesis by SREBP (SREBF)","UCEC","NCOA1 UCEC"
"NCOA1","Regulation of cholesterol biosynthesis by SREBP (SREBF)","PANCAN","NCOA1 PANCAN"
"NCOA1","Regulation of cholesterol biosynthesis by SREBP (SREBF)","UCS","NCOA1 UCS"
"NCOA1","Regulation of cholesterol biosynthesis by SREBP (SREBF)","ESCA","NCOA1 ESCA"
"NCOA1","Regulation of cholesterol biosynthesis by SREBP (SREBF)","DLBC","NCOA1 DLBC"
"NCOA1","Regulation of cholesterol biosynthesis by SREBP (SREBF)","COAD","NCOA1 COAD"
"NCOA1","Regulation of cholesterol biosynthesis by SREBP (SREBF)","LUAD","NCOA1 LUAD"
"NCOA1","Regulation of cholesterol biosynthesis by SREBP (SREBF)","SKCM","NCOA1 SKCM"
"NCOA1","Regulation of cholesterol biosynthesis by SREBP (SREBF)","BLCA","NCOA1 BLCA"
"NCOA1","Regulation of cholesterol biosynthesis by SREBP (SREBF)","READ","NCOA1 READ"
"NCOA1","Regulation of cholesterol biosynthesis by SREBP (SREBF)","KIRP","NCOA1 KIRP"
"NCOA1","Regulation of cholesterol biosynthesis by SREBP (SREBF)","GBM","NCOA1 GBM"
"NCOA1","Regulation of cholesterol biosynthesis by SREBP (SREBF)","LIHC","NCOA1 LIHC"
"NCOA1","Regulation of cholesterol biosynthesis by SREBP (SREBF)","STAD","NCOA1 STAD"
"NCOA1","Regulation of cholesterol biosynthesis by SREBP (SREBF)","LUSC","NCOA1 LUSC"
"NCOA2","SUMO E3 ligases SUMOylate target proteins","STAD","NCOA2 STAD"
"NCOA2","SUMO E3 ligases SUMOylate target proteins","OV","NCOA2 OV"
"NCOA2","SUMO E3 ligases SUMOylate target proteins","LIHC","NCOA2 LIHC"
"NCOA2","SUMO E3 ligases SUMOylate target proteins","UCEC","NCOA2 UCEC"
"NCOA2","SUMO E3 ligases SUMOylate target proteins","SARC","NCOA2 SARC"
"NCOA2","SUMO E3 ligases SUMOylate target proteins","GBM","NCOA2 GBM"
"NCOA2","SUMO E3 ligases SUMOylate target proteins","HNSC","NCOA2 HNSC"
"NCOA2","SUMO E3 ligases SUMOylate target proteins","LUAD","NCOA2 LUAD"
"NCOA2","SUMO E3 ligases SUMOylate target proteins","SKCM","NCOA2 SKCM"
