"","CancerType","Pathway","Gene"
"9454","UCS","Ether lipid metabolism","PAFAH1B2"
"9455","UCS","Ether lipid metabolism","PAFAH1B3"
"9456","UCS","Ether lipid metabolism","PLA2G7"
"9457","UCS","Ether lipid metabolism","PAFAH2"
"9458","PRAD","Ether lipid metabolism","PLA2G4B"
"9459","HNSC","Ether lipid metabolism","PLA2G4E"
"9460","SARC","Ether lipid metabolism","PLA2G4F"
"9461","HNSC","Ether lipid metabolism","JMJD7-PLA2G4B"
"9462","HNSC","Ether lipid metabolism","PLA2G4B"
"9463","UVM","Ether lipid metabolism","PLA2G2E"
"9464","UVM","Ether lipid metabolism","PLA2G3"
"9465","PRAD","Ether lipid metabolism","PLAAT3"
"9466","PRAD","Ether lipid metabolism","PLAAT2"
"9467","OS","Ether lipid metabolism","PLA2G4A"
"9468","OS","Ether lipid metabolism","JMJD7-PLA2G4B"
"9469","GBM","Ether lipid metabolism","PAFAH1B1"
"9470","GBM","Ether lipid metabolism","PAFAH1B2"
"9471","GBM","Ether lipid metabolism","PAFAH1B3"
"9472","GBM","Ether lipid metabolism","PLA2G7"
"9473","OS","Ether lipid metabolism","PLA2G6"
"9474","LGG","Ether lipid metabolism","PAFAH2"
"9475","PAST","Ether lipid metabolism","PLPP2"
"9476","UVM","Ether lipid metabolism","JMJD7-PLA2G4B"
"9477","SARC","Ether lipid metabolism","PLPP1"
"9478","SARC","Ether lipid metabolism","PLPP3"
"9479","SARC","Ether lipid metabolism","PLPP2"
"9480","MBL","Ether lipid metabolism","PLA2G2A"
"9481","OV","Ether lipid metabolism","PLA2G4C"
"9482","OV","Ether lipid metabolism","PLA2G4D"
"9483","PCM","Ether lipid metabolism","PEDS1-UBE2V1"
"9484","OS","Ether lipid metabolism","PLD2"
"9485","SARC","Ether lipid metabolism","PLA2G2D"
"9486","PAST","Ether lipid metabolism","PLA2G12B"
"9487","PAST","Ether lipid metabolism","PLA2G1B"
"9488","PAST","Ether lipid metabolism","PLA2G5"
"9489","VULVA","Ether lipid metabolism","PLPP3"
"9490","VULVA","Ether lipid metabolism","PLPP2"
"9491","VULVA","Ether lipid metabolism","SELENOI"
"9492","VULVA","Ether lipid metabolism","CHPT1"
"9493","HNSC","Ether lipid metabolism","PLA2G12A"
"9494","HNSC","Ether lipid metabolism","PLA2G12B"
"9495","HNSC","Ether lipid metabolism","PLA2G1B"
"9496","HNSC","Ether lipid metabolism","PLA2G5"
"9497","HNSC","Ether lipid metabolism","PLA2G2A"
"9498","HNSC","Ether lipid metabolism","PLA2G2C"
"9499","SARC","Ether lipid metabolism","PLA2G4D"
"9500","OS","Ether lipid metabolism","PLA2G2F"
"9501","OS","Ether lipid metabolism","PLA2G12A"
"9502","KICH","Ether lipid metabolism","PLPP3"
"9503","KICH","Ether lipid metabolism","PLPP1"
"9504","OV","Ether lipid metabolism","CHPT1"
"9505","UVM","Ether lipid metabolism","PLA2G2F"
"9506","UVM","Ether lipid metabolism","PLA2G12A"
"9507","UVM","Ether lipid metabolism","PLA2G12B"
"9508","UVM","Ether lipid metabolism","PLA2G1B"
"9509","OS","Ether lipid metabolism","PLA2G4B"
"9510","OS","Ether lipid metabolism","PLA2G4C"
"9511","OS","Ether lipid metabolism","PLA2G4D"
"9512","OS","Ether lipid metabolism","PLA2G4F"
"9513","LGG","Ether lipid metabolism","PLA2G7"
"9514","STAD","Ether lipid metabolism","PLA2G4F"
"9515","STAD","Ether lipid metabolism","PLA2G6"
"9516","STAD","Ether lipid metabolism","PLB1"
"9517","STAD","Ether lipid metabolism","PLAAT3"
"9518","STAD","Ether lipid metabolism","PLAAT2"
"9519","PCM","Ether lipid metabolism","PLPP3"
"9520","SARC","Ether lipid metabolism","SELENOI"
"9521","SARC","Ether lipid metabolism","CHPT1"
"9522","VULVA","Ether lipid metabolism","PLAAT2"
"9523","VULVA","Ether lipid metabolism","LPCAT4"
"9524","VULVA","Ether lipid metabolism","ENPP6"
"9525","OS","Ether lipid metabolism","PLD3"
"9526","OS","Ether lipid metabolism","PLD4"
"9527","OS","Ether lipid metabolism","UGT8"
"9528","OS","Ether lipid metabolism","GAL3ST1"
"9529","SARC","Ether lipid metabolism","PLA2G12A"
"9530","VULVA","Ether lipid metabolism","GAL3ST1"
"9531","KIRC","Ether lipid metabolism","PLA2G2D"
"9532","KIRC","Ether lipid metabolism","PLA2G2E"
"9533","KIRC","Ether lipid metabolism","PLA2G3"
"9534","VULVA","Ether lipid metabolism","PAFAH1B2"
"9535","VULVA","Ether lipid metabolism","PAFAH1B3"
"9536","SARC","Ether lipid metabolism","PLA2G4A"
"9537","SARC","Ether lipid metabolism","JMJD7-PLA2G4B"
"9538","SARC","Ether lipid metabolism","PLA2G4B"
"9539","OV","Ether lipid metabolism","SELENOI"
"9540","UVM","Ether lipid metabolism","PEDS1-UBE2V1"
"9541","UVM","Ether lipid metabolism","PLA2G10"
"9542","UVM","Ether lipid metabolism","PLA2G2D"
"9543","OV","Ether lipid metabolism","PAFAH1B2"
"9544","OV","Ether lipid metabolism","PAFAH1B3"
"9545","KICH","Ether lipid metabolism","SELENOI"
"9546","KICH","Ether lipid metabolism","CHPT1"
"9547","KICH","Ether lipid metabolism","CEPT1"
"9548","PRAD","Ether lipid metabolism","LPCAT4"
"9549","GBM","Ether lipid metabolism","LPCAT1"
"9550","LGG","Ether lipid metabolism","PAFAH1B1"
"9551","LGG","Ether lipid metabolism","PAFAH1B2"
"9552","LGG","Ether lipid metabolism","PAFAH1B3"
"9553","STAD","Ether lipid metabolism","PLA2G4D"
"9554","UVM","Ether lipid metabolism","PLA2G2C"
"9555","UVM","Ether lipid metabolism","PLA2G4E"
"9556","UVM","Ether lipid metabolism","PLA2G4A"
"9557","SARC","Ether lipid metabolism","AGPS"
"9558","PAST","Ether lipid metabolism","PLPP1"
"9559","PAST","Ether lipid metabolism","PLPP3"
"9560","PCM","Ether lipid metabolism","PLPP2"
"9561","PCM","Ether lipid metabolism","SELENOI"
"9562","OV","Ether lipid metabolism","PLA2G4B"
"9563","WT","Ether lipid metabolism","PLA2G4F"
"9564","OV","Ether lipid metabolism","PLA2G4F"
"9565","VULVA","Ether lipid metabolism","ENPP2"
"9566","VULVA","Ether lipid metabolism","GDPD3"
"9567","SARC","Ether lipid metabolism","PLA2G2E"
"9568","SARC","Ether lipid metabolism","PLA2G3"
"9569","OS","Ether lipid metabolism","LPCAT2"
"9570","OS","Ether lipid metabolism","LPCAT1"
"9571","OS","Ether lipid metabolism","PAFAH1B1"
"9572","OS","Ether lipid metabolism","PAFAH1B2"
"9573","SKCM","Ether lipid metabolism","PLD4"
"9574","SKCM","Ether lipid metabolism","UGT8"
"9575","PRAD","Ether lipid metabolism","PLA2G5"
"9576","OV","Ether lipid metabolism","PLPP1"
"9577","OV","Ether lipid metabolism","PLPP3"
"9578","OV","Ether lipid metabolism","PLPP2"
"9579","UVM","Ether lipid metabolism","PEDS1"
"9580","PRAD","Ether lipid metabolism","PLA2G4A"
"9581","PRAD","Ether lipid metabolism","JMJD7-PLA2G4B"
"9582","KICH","Ether lipid metabolism","AGPS"
"9583","VULVA","Ether lipid metabolism","PLA2G3"
"9584","THCA","Ether lipid metabolism","PLD1"
"9585","OV","Ether lipid metabolism","PLA2G7"
"9586","THYM","Ether lipid metabolism","PLA2G2E"
"9587","THYM","Ether lipid metabolism","PLA2G3"
"9588","THYM","Ether lipid metabolism","PLA2G2F"
"9589","PRAD","Ether lipid metabolism","ENPP6"
"9590","PRAD","Ether lipid metabolism","ENPP2"
"9591","PRAD","Ether lipid metabolism","GDPD3"
"9592","PRAD","Ether lipid metabolism","GDPD1"
"9593","UVM","Ether lipid metabolism","PLA2G2A"
"9594","KICH","Ether lipid metabolism","PLA2G3"
"9595","KICH","Ether lipid metabolism","PLA2G2F"
"9596","WT","Ether lipid metabolism","JMJD7-PLA2G4B"
"9597","WT","Ether lipid metabolism","PLA2G4B"
"9598","PCM","Ether lipid metabolism","AGPS"
"9599","PCM","Ether lipid metabolism","PLPP1"
"9600","VULVA","Ether lipid metabolism","PLA2G6"
"9601","VULVA","Ether lipid metabolism","PLB1"
"9602","VULVA","Ether lipid metabolism","PLAAT3"
"9603","WT","Ether lipid metabolism","PLA2G4C"
"9604","WT","Ether lipid metabolism","PLA2G4D"
"9605","OV","Ether lipid metabolism","PLA2G6"
"9606","PCM","Ether lipid metabolism","PLA2G10"
"9607","PCM","Ether lipid metabolism","PLA2G2D"
"9608","PCM","Ether lipid metabolism","PLA2G2E"
"9609","SARC","Ether lipid metabolism","PLA2G2F"
"9610","VULVA","Ether lipid metabolism","PLD2"
"9611","SARC","Ether lipid metabolism","PLA2G12B"
"9612","VULVA","Ether lipid metabolism","LPCAT2"
"9613","VULVA","Ether lipid metabolism","LPCAT1"
"9614","VULVA","Ether lipid metabolism","PAFAH1B1"
"9615","SKCM","Ether lipid metabolism","GAL3ST1"
"9616","PANCAN","Ether lipid metabolism","AGPS"
"9617","PANCAN","Ether lipid metabolism","PLPP1"
"9618","PANCAN","Ether lipid metabolism","PLPP3"
"9619","PRAD","Ether lipid metabolism","PLA2G4E"
"9620","OV","Ether lipid metabolism","LPCAT2"
"9621","OV","Ether lipid metabolism","LPCAT1"
"9622","OV","Ether lipid metabolism","PAFAH1B1"
"9623","SKCM","Ether lipid metabolism","PAFAH1B2"
"9624","VULVA","Ether lipid metabolism","PLA2G2F"
"9625","THCA","Ether lipid metabolism","PLD2"
"9626","RCC","Ether lipid metabolism","PAFAH1B2"
"9627","RCC","Ether lipid metabolism","PAFAH1B3"
"9628","MBL","Ether lipid metabolism","PLPP2"
"9629","HNSC","Ether lipid metabolism","PLA2G6"
"9630","HNSC","Ether lipid metabolism","PLB1"
"9631","LGG","Ether lipid metabolism","LPCAT2"
"9632","UVM","Ether lipid metabolism","PLA2G5"
"9633","KICH","Ether lipid metabolism","PLA2G2E"
"9634","VULVA","Ether lipid metabolism","PLA2G4A"
"9635","VULVA","Ether lipid metabolism","JMJD7-PLA2G4B"
"9636","VULVA","Ether lipid metabolism","PLA2G4B"
"9637","PAST","Ether lipid metabolism","AGPS"
"9638","PRAD","Ether lipid metabolism","PLD2"
"9639","PRAD","Ether lipid metabolism","PLD3"
"9640","MBL","Ether lipid metabolism","PLA2G12B"
"9641","MBL","Ether lipid metabolism","PLA2G1B"
"9642","MBL","Ether lipid metabolism","PLA2G5"
"9643","VULVA","Ether lipid metabolism","PLA2G4F"
"9644","THCA","Ether lipid metabolism","PLA2G7"
"9645","WT","Ether lipid metabolism","PLA2G6"
"9646","WT","Ether lipid metabolism","PLB1"
"9647","WT","Ether lipid metabolism","PLAAT3"
"9648","VULVA","Ether lipid metabolism","GDPD1"
"9649","PCM","Ether lipid metabolism","PLA2G3"
"9650","PCM","Ether lipid metabolism","PLA2G2F"
"9651","PCM","Ether lipid metabolism","PLA2G12A"
"9652","MBL","Ether lipid metabolism","PLB1"
"9653","MBL","Ether lipid metabolism","PLAAT3"
"9654","OS","Ether lipid metabolism","PAFAH1B3"
"9655","SARC","Ether lipid metabolism","PLA2G2C"
"9656","SARC","Ether lipid metabolism","PLA2G4E"
"9657","PRAD","Ether lipid metabolism","PLA2G2A"
"9658","PRAD","Ether lipid metabolism","PLA2G2C"
"9659","PCM","Ether lipid metabolism","PLA2G4B"
"9660","THCA","Ether lipid metabolism","GDPD3"
"9661","THCA","Ether lipid metabolism","GDPD1"
"9662","THCA","Ether lipid metabolism","TMEM86B"
"9663","OV","Ether lipid metabolism","GAL3ST1"
"9664","SKCM","Ether lipid metabolism","PAFAH1B3"
"9665","VULVA","Ether lipid metabolism","PLA2G12A"
"9666","VULVA","Ether lipid metabolism","PLA2G12B"
"9667","VULVA","Ether lipid metabolism","PLA2G1B"
"9668","LGG","Ether lipid metabolism","PLD4"
"9669","KICH","Ether lipid metabolism","PEDS1"
"9670","KICH","Ether lipid metabolism","PEDS1-UBE2V1"
"9671","KICH","Ether lipid metabolism","PLA2G10"
"9672","KICH","Ether lipid metabolism","PLA2G2D"
"9673","LGG","Ether lipid metabolism","LPCAT1"
"9674","MBL","Ether lipid metabolism","PEDS1-UBE2V1"
"9675","MBL","Ether lipid metabolism","PLA2G10"
"9676","PRAD","Ether lipid metabolism","TMEM86B"
"9677","PRAD","Ether lipid metabolism","PLD1"
"9678","WT","Ether lipid metabolism","PLA2G4E"
"9679","WT","Ether lipid metabolism","PLA2G4A"
"9680","PRAD","Ether lipid metabolism","PLD4"
"9681","VULVA","Ether lipid metabolism","PLA2G4C"
"9682","VULVA","Ether lipid metabolism","PLA2G4D"
"9683","OV","Ether lipid metabolism","JMJD7-PLA2G4B"
"9684","PCM","Ether lipid metabolism","PLA2G4A"
"9685","PCM","Ether lipid metabolism","JMJD7-PLA2G4B"
"9686","VULVA","Ether lipid metabolism","PEDS1-UBE2V1"
"9687","VULVA","Ether lipid metabolism","PLA2G10"
"9688","OV","Ether lipid metabolism","PLB1"
"9689","VULVA","Ether lipid metabolism","TMEM86B"
"9690","VULVA","Ether lipid metabolism","PLD1"
"9691","OV","Ether lipid metabolism","LPCAT4"
"9692","VULVA","Ether lipid metabolism","PLD3"
"9693","SARC","Ether lipid metabolism","PLA2G1B"
"9694","SARC","Ether lipid metabolism","PLA2G5"
"9695","OS","Ether lipid metabolism","PLA2G7"
"9696","OS","Ether lipid metabolism","PAFAH2"
"9697","LGG","Ether lipid metabolism","UGT8"
"9698","LGG","Ether lipid metabolism","GAL3ST1"
"9699","VULVA","Ether lipid metabolism","PLA2G5"
"9700","MBL","Ether lipid metabolism","PEDS1"
"9701","VULVA","Ether lipid metabolism","PLA2G2D"
"9702","VULVA","Ether lipid metabolism","PLA2G2E"
"9703","MBL","Ether lipid metabolism","GDPD3"
"9704","WT","Ether lipid metabolism","PAFAH1B1"
"9705","SKCM","Ether lipid metabolism","PLA2G7"
"9706","SKCM","Ether lipid metabolism","PAFAH2"
"9707","OV","Ether lipid metabolism","CEPT1"
"9708","OV","Ether lipid metabolism","PEDS1"
"9709","HNSC","Ether lipid metabolism","PLA2G4F"
"9710","THCA","Ether lipid metabolism","PAFAH2"
"9711","VULVA","Ether lipid metabolism","CEPT1"
"9712","VULVA","Ether lipid metabolism","PEDS1"
"9713","PCM","Ether lipid metabolism","PLA2G4E"
"9714","VULVA","Ether lipid metabolism","PLA2G2A"
"9715","VULVA","Ether lipid metabolism","PLA2G2C"
"9716","VULVA","Ether lipid metabolism","PLA2G4E"
"9717","WT","Ether lipid metabolism","PLA2G2C"
"9718","OV","Ether lipid metabolism","PLA2G2F"
"9719","MBL","Ether lipid metabolism","PLA2G2D"
"9720","OV","Ether lipid metabolism","PLA2G2A"
"9721","OV","Ether lipid metabolism","PLA2G4E"
"9722","OV","Ether lipid metabolism","PLA2G4A"
"9723","MBL","Ether lipid metabolism","LPCAT4"
"9724","MBL","Ether lipid metabolism","SELENOI"
"9725","MBL","Ether lipid metabolism","CHPT1"
"9726","MBL","Ether lipid metabolism","CEPT1"
"9727","SKCM","Ether lipid metabolism","LPCAT2"
"9728","SKCM","Ether lipid metabolism","LPCAT1"
"9729","OV","Ether lipid metabolism","PLAAT3"
"9730","OV","Ether lipid metabolism","PLAAT2"
"9731","WT","Ether lipid metabolism","LPCAT4"
"9732","OV","Ether lipid metabolism","ENPP6"
"9733","PCM","Ether lipid metabolism","PLA2G12B"
"9734","PCM","Ether lipid metabolism","PLA2G1B"
"9735","SARC","Ether lipid metabolism","PLA2G2A"
"9736","OV","Ether lipid metabolism","PEDS1-UBE2V1"
"9737","OV","Ether lipid metabolism","PLA2G5"
"9738","PCM","Ether lipid metabolism","PLA2G2A"
"9739","PCM","Ether lipid metabolism","PLA2G2C"
"9740","OV","Ether lipid metabolism","PLA2G2E"
"9741","OV","Ether lipid metabolism","PLA2G3"
"9742","SKCM","Ether lipid metabolism","PAFAH1B1"
"9743","OV","Ether lipid metabolism","PLD3"
"9744","MBL","Ether lipid metabolism","GDPD1"
"9745","WT","Ether lipid metabolism","PAFAH1B2"
"9746","WT","Ether lipid metabolism","PAFAH1B3"
"9747","WT","Ether lipid metabolism","PAFAH2"
"9748","THYM","Ether lipid metabolism","PLA2G2D"
"9749","MBL","Ether lipid metabolism","PLA2G12A"
"9750","PCM","Ether lipid metabolism","PLA2G5"
"9751","THCA","Ether lipid metabolism","PLD3"
"9752","OV","Ether lipid metabolism","PLA2G10"
"9753","STAD","Ether lipid metabolism","LPCAT2"
"9754","MBL","Ether lipid metabolism","ENPP6"
"9755","WT","Ether lipid metabolism","PLA2G5"
"9756","WT","Ether lipid metabolism","PLA2G2A"
"9757","THCA","Ether lipid metabolism","PAFAH1B1"
"9758","WT","Ether lipid metabolism","GAL3ST1"
"9759","WT","Ether lipid metabolism","ENPP6"
"9760","MBL","Ether lipid metabolism","PLA2G2E"
"9761","OV","Ether lipid metabolism","PLA2G2C"
"9762","MBL","Ether lipid metabolism","PLAAT2"
"9763","MBL","Ether lipid metabolism","GAL3ST1"
"9764","THCA","Ether lipid metabolism","PAFAH1B3"
"9765","STAD","Ether lipid metabolism","UGT8"
"9766","OV","Ether lipid metabolism","PLA2G2D"
"9767","RCC","Ether lipid metabolism","PLA2G7"
"9768","OV","Ether lipid metabolism","PLD4"
"9769","OV","Ether lipid metabolism","UGT8"
"9770","WT","Ether lipid metabolism","PLAAT2"
"9771","WT","Ether lipid metabolism","PLD3"
"9772","MBL","Ether lipid metabolism","TMEM86B"
"9773","WT","Ether lipid metabolism","ENPP2"
"9774","VULVA","Ether lipid metabolism","PLD4"
"9775","MBL","Ether lipid metabolism","PLD4"
"9776","MBL","Ether lipid metabolism","PLA2G2F"
"9777","OV","Ether lipid metabolism","GDPD3"
"9778","THYM","Ether lipid metabolism","PLA2G10"
"9779","STAD","Ether lipid metabolism","GAL3ST1"
"9780","OV","Ether lipid metabolism","TMEM86B"
"9781","RCC","Ether lipid metabolism","PAFAH2"
"9782","THCA","Ether lipid metabolism","LPCAT2"
"9783","THCA","Ether lipid metabolism","LPCAT1"
"9784","MBL","Ether lipid metabolism","PLA2G3"
"9785","STAD","Ether lipid metabolism","LPCAT1"
"9786","MBL","Ether lipid metabolism","PLD1"
"9787","WT","Ether lipid metabolism","PLA2G7"
"9788","WT","Ether lipid metabolism","GDPD1"
"9789","VULVA","Ether lipid metabolism","UGT8"
"9790","MBL","Ether lipid metabolism","UGT8"
"9791","THYM","Ether lipid metabolism","PEDS1"
"9792","MBL","Ether lipid metabolism","ENPP2"
"9793","THCA","Ether lipid metabolism","PLD4"
"9794","OV","Ether lipid metabolism","PLD1"
"9795","OV","Ether lipid metabolism","PLD2"
"9796","OV","Ether lipid metabolism","PLA2G12A"
"9797","OV","Ether lipid metabolism","ENPP2"
"9798","MBL","Ether lipid metabolism","PLD3"
"9799","WT","Ether lipid metabolism","LPCAT2"
"9800","THCA","Ether lipid metabolism","PAFAH1B2"
"9801","THYM","Ether lipid metabolism","PEDS1-UBE2V1"
"9802","OV","Ether lipid metabolism","GDPD1"
"9803","OV","Ether lipid metabolism","PLA2G1B"
"9804","THCA","Ether lipid metabolism","UGT8"
"9805","THCA","Ether lipid metabolism","GAL3ST1"
"9806","MBL","Ether lipid metabolism","PLD2"
"9807","WT","Ether lipid metabolism","TMEM86B"
"9808","STAD","Ether lipid metabolism","PLD4"
"9809","WT","Ether lipid metabolism","LPCAT1"
"9810","UVM","Ether lipid metabolism","CEPT1"
"9811","OV","Ether lipid metabolism","PLA2G12B"
"9812","STAD","Ether lipid metabolism","PAFAH2"
"9813","WT","Ether lipid metabolism","GDPD3"
"9814","WT","Ether lipid metabolism","PLD2"
"9815","THYM","Ether lipid metabolism","CEPT1"
"9816","UVM","Ether lipid metabolism","SELENOI"
"9817","WT","Ether lipid metabolism","PLD1"
"9818","STAD","Ether lipid metabolism","PAFAH1B1"
"9819","STAD","Ether lipid metabolism","PAFAH1B2"
"9820","THYM","Ether lipid metabolism","CHPT1"
"9821","UVM","Ether lipid metabolism","CHPT1"
"9822","THYM","Ether lipid metabolism","SELENOI"
"9823","THYM","Ether lipid metabolism","PLPP3"
"9824","WT","Ether lipid metabolism","PLD4"
"9825","STAD","Ether lipid metabolism","PLA2G7"
"9826","THYM","Ether lipid metabolism","PLPP2"
"9827","THYM","Ether lipid metabolism","PLPP1"
"9828","WT","Ether lipid metabolism","UGT8"
"9829","STAD","Ether lipid metabolism","PAFAH1B3"
"9830","THYM","Ether lipid metabolism","AGPS"
"9831","THYM","Sphingolipid metabolism","ACER3"
"9832","LGG","Sphingolipid metabolism","CERS2"
"9833","LGG","Sphingolipid metabolism","SPTLC1"
"9834","THYM","Sphingolipid metabolism","SMPD1"
"9835","THYM","Sphingolipid metabolism","SMPD2"
"9836","THYM","Sphingolipid metabolism","ACER1"
"9837","THYM","Sphingolipid metabolism","CERS5"
"9838","LGG","Sphingolipid metabolism","SPTLC2"
"9839","LGG","Sphingolipid metabolism","CERS4"
"9840","THYM","Sphingolipid metabolism","CERS6"
"9841","LGG","Sphingolipid metabolism","KDSR"
"9842","LGG","Sphingolipid metabolism","CERS1"
"9843","COADREAD","Sphingolipid metabolism","ACER1"
"9844","LGG","Sphingolipid metabolism","SPTLC3"
"9845","LGG","Sphingolipid metabolism","CERS6"
"9846","THYM","Sphingolipid metabolism","SGMS2"
"9847","COADREAD","Sphingolipid metabolism","SPHK1"
"9848","COADREAD","Sphingolipid metabolism","ACER3"
"9849","THYM","Sphingolipid metabolism","SMPD3"
"9850","THYM","Sphingolipid metabolism","SMPD4"
"9851","THYM","Sphingolipid metabolism","ENPP7"
"9852","THYM","Sphingolipid metabolism","CERK"
"9853","COADREAD","Sphingolipid metabolism","ASAH1"
"9854","THYM","Sphingolipid metabolism","ACER2"
"9855","COADREAD","Sphingolipid metabolism","CERK"
"9856","COADREAD","Sphingolipid metabolism","PLPP1"
"9857","THYM","Sphingolipid metabolism","DEGS1"
"9858","COADREAD","Sphingolipid metabolism","DEGS1"
"9859","THYM","Sphingolipid metabolism","SPHK1"
"9860","COADREAD","Sphingolipid metabolism","SGPP2"
"9861","COADREAD","Sphingolipid metabolism","SPHK2"
"9862","THYM","Sphingolipid metabolism","CERS3"
"9863","LGG","Sphingolipid metabolism","CERK"
"9864","LGG","Sphingolipid metabolism","PLPP1"
"9865","THYM","Sphingolipid metabolism","ASAH1"
"9866","THYM","Sphingolipid metabolism","ASAH2"
"9867","THYM","Sphingolipid metabolism","PLPP1"
"9868","THYM","Sphingolipid metabolism","PLPP3"
"9869","THYM","Sphingolipid metabolism","PLPP2"
"9870","THYM","Sphingolipid metabolism","SGPP1"
"9871","THYM","Sphingolipid metabolism","SGPP2"
"9872","LGG","Sphingolipid metabolism","CERS3"
"9873","COADREAD","Sphingolipid metabolism","SPTLC2"
"9874","LGG","Sphingolipid metabolism","SGPL1"
"9875","LGG","Sphingolipid metabolism","UGCG"
"9876","COADREAD","Sphingolipid metabolism","SGPL1"
"9877","COADREAD","Sphingolipid metabolism","UGCG"
"9878","COADREAD","Sphingolipid metabolism","GBA1"
"9879","COADREAD","Sphingolipid metabolism","GBA2"
"9880","THYM","Sphingolipid metabolism","GBA2"
"9881","THYM","Sphingolipid metabolism","B4GALT6"
"9882","THYM","Sphingolipid metabolism","B4GALT5"
"9883","THYM","Sphingolipid metabolism","GLB1"
"9884","THYM","Sphingolipid metabolism","UGT8"
"9885","THYM","Sphingolipid metabolism","GALC"
"9886","COADREAD","Sphingolipid metabolism","DEGS2"
"9887","COADREAD","Sphingolipid metabolism","SPTLC3"
"9888","LGG","Sphingolipid metabolism","CERS5"
"9889","LGG","Sphingolipid metabolism","ENPP7"
"9890","COADREAD","Sphingolipid metabolism","SMPD1"
"9891","COADREAD","Sphingolipid metabolism","SMPD2"
"9892","COADREAD","Sphingolipid metabolism","SMPD3"
"9893","COADREAD","Sphingolipid metabolism","SMPD4"
"9894","COADREAD","Sphingolipid metabolism","ENPP7"
"9895","THYM","Sphingolipid metabolism","PSAPL1"
"9896","THYM","Sphingolipid metabolism","PSAP"
"9897","COADREAD","Sphingolipid metabolism","PLPP3"
"9898","THYM","Sphingolipid metabolism","DEGS2"
"9899","THYM","Sphingolipid metabolism","SGMS1"
"9900","LGG","Sphingolipid metabolism","SPHK2"
"9901","LGG","Sphingolipid metabolism","NEU4"
"9902","COADREAD","Sphingolipid metabolism","KDSR"
"9903","LGG","Sphingolipid metabolism","GBA1"
"9904","LGG","Sphingolipid metabolism","GBA2"
"9905","LGG","Sphingolipid metabolism","B4GALT6"
"9906","LGG","Sphingolipid metabolism","B4GALT5"
"9907","COADREAD","Sphingolipid metabolism","B4GALT6"
"9908","COADREAD","Sphingolipid metabolism","B4GALT5"
"9909","COADREAD","Sphingolipid metabolism","GLB1"
"9910","COADREAD","Sphingolipid metabolism","UGT8"
"9911","COADREAD","Sphingolipid metabolism","GALC"
"9912","COADREAD","Sphingolipid metabolism","GAL3ST1"
"9913","COADREAD","Sphingolipid metabolism","SPTLC1"
"9914","LGG","Sphingolipid metabolism","SMPD2"
"9915","LGG","Sphingolipid metabolism","SMPD3"
"9916","COADREAD","Sphingolipid metabolism","CERS1"
"9917","LGG","Sphingolipid metabolism","ASAH1"
"9918","LGG","Sphingolipid metabolism","ASAH2"
"9919","LGG","Sphingolipid metabolism","ACER2"
"9920","LGG","Sphingolipid metabolism","ACER1"
"9921","LGG","Sphingolipid metabolism","ACER3"
"9922","LGG","Sphingolipid metabolism","DEGS1"
"9923","LGG","Sphingolipid metabolism","DEGS2"
"9924","LGG","Sphingolipid metabolism","SGMS1"
"9925","LGG","Sphingolipid metabolism","SGMS2"
"9926","LGG","Sphingolipid metabolism","SMPD1"
"9927","LGG","Sphingolipid metabolism","NEU1"
"9928","LGG","Sphingolipid metabolism","NEU3"
"9929","LGG","Sphingolipid metabolism","SMPD4"
"9930","THYM","Sphingolipid metabolism","CERS4"
"9931","THYM","Sphingolipid metabolism","NEU4"
"9932","THYM","Sphingolipid metabolism","NEU2"
"9933","THYM","Sphingolipid metabolism","GLA"
"9934","LGG","Sphingolipid metabolism","PLPP3"
"9935","LGG","Sphingolipid metabolism","PLPP2"
"9936","LGG","Sphingolipid metabolism","SGPP1"
"9937","THYM","Sphingolipid metabolism","GM2A"
"9938","COADREAD","Sphingolipid metabolism","PLPP2"
"9939","COADREAD","Sphingolipid metabolism","SGPP1"
"9940","THYM","Sphingolipid metabolism","SPTLC3"
"9941","THYM","Sphingolipid metabolism","KDSR"
"9942","COADREAD","Sphingolipid metabolism","ARSA"
"9943","COADREAD","Sphingolipid metabolism","NEU1"
"9944","COADREAD","Sphingolipid metabolism","CERS2"
"9945","COADREAD","Sphingolipid metabolism","CERS4"
"9946","COADREAD","Sphingolipid metabolism","CERS3"
"9947","COADREAD","Sphingolipid metabolism","CERS6"
"9948","LGG","Sphingolipid metabolism","GLB1"
"9949","LGG","Sphingolipid metabolism","UGT8"
"9950","LGG","Sphingolipid metabolism","GALC"
"9951","LGG","Sphingolipid metabolism","GAL3ST1"
"9952","LGG","Sphingolipid metabolism","ARSA"
"9953","LGG","Sphingolipid metabolism","SPHK1"
"9954","COADREAD","Sphingolipid metabolism","PSAPL1"
"9955","THYM","Sphingolipid metabolism","CERS1"
"9956","THYM","Sphingolipid metabolism","CERS2"
"9957","THYM","Sphingolipid metabolism","NEU3"
"9958","COADREAD","Sphingolipid metabolism","SGMS2"
"9959","THYM","Sphingolipid metabolism","SGPL1"
"9960","THYM","Sphingolipid metabolism","UGCG"
"9961","COADREAD","Sphingolipid metabolism","CERS5"
"9962","COADREAD","Sphingolipid metabolism","ASAH2"
"9963","COADREAD","Sphingolipid metabolism","ACER2"
"9964","THYM","Sphingolipid metabolism","SPTLC1"
"9965","THYM","Sphingolipid metabolism","SPTLC2"
